temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density_categorical,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday
277.46,0.0,0.0,75,9,high,0,0,0,0,0,0,0,1,0,0,0,0
289.11,0.0,0.0,1,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
299.43,0.0,0.0,0,21,low,0,0,0,0,0,0,0,1,0,0,0,0
291.92,0.0,0.0,92,14,high,0,0,0,0,0,0,0,1,0,0,0,0
286.24,0.0,0.0,20,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
298.25,0.0,0.0,8,13,high,0,0,0,0,0,0,0,1,0,0,0,0
277.44,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
289.73,0.0,0.0,1,12,high,0,0,0,0,0,0,0,1,0,0,0,0
290.7,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
287.81,0.0,0.0,1,8,high,0,0,0,0,0,0,0,1,0,0,0,0
287.05,0.0,0.0,90,12,high,0,0,0,0,0,0,0,1,0,0,0,0
265.68,0.0,0.0,90,22,low,0,0,0,0,0,0,0,1,0,0,0,0
280.72,0.0,0.0,1,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
261.39,0.0,0.0,1,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
279.83,0.0,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
301.01,0.0,0.0,1,16,high,0,0,0,0,0,0,0,1,0,0,0,0
292.78,0.0,0.0,68,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.43,0.0,0.0,40,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
285.927,0.0,0.0,92,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
301.1,0.0,0.0,1,11,high,0,0,0,0,0,0,0,1,0,0,0,0
272.29,0.0,0.0,90,15,high,0,0,0,0,0,0,0,1,0,0,0,0
288.02,0.0,0.0,75,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
289.36,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
281.02,0.0,0.0,75,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
289.69,2.03,0.0,88,8,low,0,0,0,0,0,0,0,1,0,0,0,0
265.05,0.0,0.0,64,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
272.95,0.0,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
261.61,0.0,0.0,1,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
296.04,0.0,0.0,5,16,high,0,0,0,0,0,0,0,1,0,0,0,0
293.74,0.0,0.0,0,22,low,0,0,0,0,0,0,0,1,0,0,0,0
271.29,0.0,0.0,90,20,low,0,0,0,0,0,0,0,1,0,0,0,0
271.28,0.0,0.0,90,5,low,0,0,0,0,0,0,0,1,0,0,0,0
283.13,0.0,0.0,64,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
274.77,0.0,0.0,90,7,low,0,0,0,0,0,0,0,1,0,0,0,0
278.24,0.0,0.0,64,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
271.45,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
294.36,0.0,0.0,90,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.86,0.0,0.0,75,11,high,0,0,0,0,0,0,0,1,0,0,0,0
273.55,0.0,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
270.16,0.0,0.0,90,8,high,0,0,0,0,0,0,0,1,0,0,0,0
291.05,0.0,0.0,1,9,high,0,0,0,0,0,0,0,1,0,0,0,0
302.0,0.0,0.0,1,14,high,0,0,0,0,0,0,0,1,0,0,0,0
250.08,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
284.53,3.41,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.4,0.0,0.0,90,9,low,0,0,0,0,0,0,0,1,0,0,0,0
270.88,0.25,0.0,64,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
281.96,0.0,0.0,75,22,very low,0,0,0,0,0,0,0,1,0,0,0,0
289.05,0.0,0.0,1,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
296.28,0.0,0.0,1,10,high,0,0,0,0,0,0,0,1,0,0,0,0
288.36,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
301.74,0.0,0.0,1,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
265.28,0.0,0.0,90,21,low,0,0,0,0,0,0,0,1,0,0,0,0
284.01,0.0,0.0,90,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
277.9,0.0,0.0,75,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.82,0.0,0.0,20,7,low,0,0,0,0,0,0,0,1,0,0,0,0
278.9,0.0,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
302.75,0.0,0.0,75,12,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.69,0.0,0.0,1,5,medium,0,0,0,0,0,0,0,1,0,0,0,0
291.61,0.0,0.0,1,10,high,0,0,0,0,0,0,0,1,0,0,0,0
289.0,1.1,0.0,90,11,high,0,0,0,0,0,0,0,1,0,0,0,0
294.57,0.0,0.0,1,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.75,0.0,0.0,90,15,medium,0,0,0,0,0,0,0,1,0,0,0,0
302.41,0.0,0.0,40,16,high,0,0,0,0,0,0,0,1,0,0,0,0
291.34,13.21,0.0,68,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
282.08,0.0,0.0,90,10,high,0,0,0,0,0,0,0,1,0,0,0,0
291.24,1.91,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
258.07,0.0,0.0,40,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
294.06,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.86,1.7,0.0,90,5,low,0,0,0,0,0,0,0,1,0,0,0,0
264.44,0.0,0.0,40,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
274.28,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
287.73,0.0,0.0,5,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
299.44,0.0,0.0,1,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
295.78,0.0,0.0,12,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
286.77,0.0,0.0,1,6,high,0,0,0,0,0,0,0,1,0,0,0,0
278.28,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.69,0.0,0.0,1,20,low,0,0,0,0,0,0,0,1,0,0,0,0
270.22,0.0,0.0,1,22,medium,0,0,0,0,0,0,0,1,0,0,0,0
255.93,0.0,0.0,0,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
255.01,0.0,0.0,20,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
276.88,0.0,0.0,75,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
269.08,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
289.16,0.0,0.0,90,8,low,0,0,0,0,0,0,0,1,0,0,0,0
300.28,0.0,0.0,5,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
255.98,0.0,0.0,77,17,high,0,0,0,0,0,0,0,1,0,0,0,0
291.806,0.0,0.0,36,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
283.84,0.0,0.0,1,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.58,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.88,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
271.99,0.0,0.0,75,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
286.58,0.0,0.0,40,18,high,0,0,0,0,0,0,0,1,0,0,0,0
302.39,0.0,0.0,0,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
289.57,0.0,0.0,75,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
275.68,0.0,0.0,5,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
293.09,0.0,0.0,90,9,low,0,0,0,0,0,0,0,1,0,0,0,0
288.82,0.0,0.0,75,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.95,0.0,0.0,90,12,high,0,0,0,0,0,0,0,1,0,0,0,0
260.0,0.0,0.0,100,8,high,0,0,0,0,0,0,0,1,0,0,0,0
294.86,0.0,0.0,40,12,high,0,0,0,0,0,0,0,1,0,0,0,0
286.66,0.0,0.0,12,6,very high,0,0,0,0,0,0,0,1,0,0,0,0
271.58,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
275.86,0.0,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
303.16,0.0,0.0,1,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
287.01,3.9,0.0,92,6,low,0,0,0,0,0,0,0,1,0,0,0,0
297.64,0.0,0.0,20,10,high,0,0,0,0,0,0,0,1,0,0,0,0
299.36,0.0,0.0,75,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
296.22,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
282.69,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.89,0.0,0.0,92,14,low,0,0,0,0,0,0,0,1,0,0,0,0
270.75,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.21,0.0,0.0,90,8,very low,0,0,0,0,0,0,0,1,0,0,0,0
262.15,0.0,0.0,64,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
276.19,0.32,0.0,1,20,low,0,0,0,0,0,0,0,1,0,0,0,0
247.27,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
298.1670000000001,0.0,0.0,92,15,high,0,0,0,0,0,0,0,1,0,0,0,0
283.15,0.0,0.0,20,12,high,0,0,0,0,0,0,0,1,0,0,0,0
276.69,0.0,0.0,1,23,low,0,0,0,0,0,0,0,1,0,0,0,0
285.95,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
266.42,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.46,0.0,0.0,90,7,high,0,0,0,0,0,0,0,1,0,0,0,0
287.18,0.0,0.0,75,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
297.75,0.0,0.0,75,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
293.73,0.56,0.0,48,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
264.79,0.0,0.0,90,14,medium,0,0,0,0,0,0,0,1,0,0,0,0
293.35,2.15,0.0,90,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
287.17,0.0,0.0,40,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
294.17,0.0,0.0,75,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.61,0.0,0.0,1,14,high,0,0,0,0,0,0,0,1,0,0,0,0
275.5,0.36,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
256.23,0.0,0.0,90,21,low,0,0,0,0,0,0,0,1,0,0,0,0
275.95,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
288.35,0.0,0.0,1,18,high,0,0,0,0,0,0,0,1,0,0,0,0
292.07,0.38,0.0,90,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
295.16,0.0,0.0,0,15,high,0,0,0,0,0,0,0,1,0,0,0,0
285.47,0.0,0.0,40,13,high,0,0,0,0,0,0,0,1,0,0,0,0
297.888,0.0,0.0,0,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.793,0.0,0.0,64,22,low,0,0,0,0,0,0,0,1,0,0,0,0
285.65,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.36,0.0,0.0,1,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
280.29,0.0,0.0,90,7,low,0,0,0,0,0,0,0,1,0,0,0,0
286.04,0.0,0.0,1,9,high,0,0,0,0,0,0,0,1,0,0,0,0
271.08,0.0,0.0,90,17,high,0,0,0,0,0,0,0,1,0,0,0,0
294.15,0.0,0.0,40,22,low,0,0,0,0,0,0,0,1,0,0,0,0
272.68,0.0,0.0,90,8,high,0,0,0,0,0,0,0,1,0,0,0,0
292.61,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
281.61,0.0,0.0,90,20,low,0,0,0,0,0,0,0,1,0,0,0,0
302.1,1.78,0.0,40,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
283.31,0.0,0.0,90,22,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.79,0.0,0.0,90,16,high,0,0,0,0,0,0,0,1,0,0,0,0
302.66,0.0,0.0,32,16,high,0,0,0,0,0,0,0,1,0,0,0,0
263.77,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
289.19,0.0,0.0,40,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
282.62,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
284.09,0.0,0.0,1,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
284.13,0.0,0.0,1,6,very high,0,0,0,0,0,0,0,1,0,0,0,0
276.46,0.0,0.0,1,12,high,0,0,0,0,0,0,0,1,0,0,0,0
280.35,0.0,0.0,90,9,high,0,0,0,0,0,0,0,1,0,0,0,0
291.09,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
292.88,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
288.36,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.8,0.0,0.0,0,11,high,0,0,0,0,0,0,0,1,0,0,0,0
278.45,2.18,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
280.8,0.0,0.0,90,15,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.29,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
287.28,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
284.09,0.0,0.0,1,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
278.63,0.0,0.0,90,18,high,0,0,0,0,0,0,0,1,0,0,0,0
255.87,0.0,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
288.69,0.0,0.0,90,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.86,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.35,0.0,0.0,90,8,medium,0,0,0,0,0,0,0,1,0,0,0,0
247.82,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
279.22,0.0,0.0,90,12,high,0,0,0,0,0,0,0,1,0,0,0,0
283.09,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.26,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.04,0.0,0.0,64,13,high,0,0,0,0,0,0,0,1,0,0,0,0
259.95,0.0,0.0,75,7,medium,0,0,0,0,0,0,0,1,0,0,0,0
288.66,0.0,0.0,92,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
294.42,0.0,0.0,24,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
280.95,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.86,0.0,0.0,64,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
292.87,0.0,0.0,0,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
292.82,19.9,0.0,20,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
258.93,0.0,0.0,64,15,high,0,0,0,0,0,0,0,1,0,0,0,0
299.51,0.0,0.0,75,16,high,0,0,0,0,0,0,0,1,0,0,0,0
291.15,0.0,0.0,75,6,high,0,0,0,0,0,0,0,1,0,0,0,0
270.62,0.0,0.0,90,17,low,0,0,0,0,0,0,0,1,0,0,0,0
277.06,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
268.45,0.0,0.0,90,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
286.88,0.0,0.0,90,22,high,0,0,0,0,0,0,0,1,0,0,0,0
253.42,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.81,0.0,0.0,5,15,high,0,0,0,0,0,0,0,1,0,0,0,0
290.96,1.78,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
258.84,0.0,0.0,64,5,low,0,0,0,0,0,0,0,1,0,0,0,0
257.43,0.0,0.0,90,5,low,0,0,0,0,0,0,0,1,0,0,0,0
276.86,0.0,0.0,90,11,high,0,0,0,0,0,0,0,1,0,0,0,0
282.552,0.0,0.0,0,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.15,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.55,0.0,0.0,75,21,low,0,0,0,0,0,0,0,1,0,0,0,0
267.44,0.0,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
280.28,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.71,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.62,0.0,0.0,90,20,low,0,0,0,0,0,0,0,1,0,0,0,0
269.58,0.0,0.0,75,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
292.09,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.08,0.0,0.0,1,6,low,0,0,0,0,0,0,0,1,0,0,0,0
272.82,0.0,0.0,1,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
268.87,0.0,0.0,20,15,high,0,0,0,0,0,0,0,1,0,0,0,0
288.88,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.81,0.0,0.0,75,23,low,0,0,0,0,0,0,0,1,0,0,0,0
285.72,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
286.557,0.0,0.0,92,15,high,0,0,0,0,0,0,0,1,0,0,0,0
268.9,0.0,0.0,100,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
260.17,0.0,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.27,0.0,0.0,90,22,medium,0,0,0,0,0,0,0,1,0,0,0,0
280.36,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
266.49,0.0,0.0,1,18,high,0,0,0,0,0,0,0,1,0,0,0,0
266.99,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
268.04,0.25,0.0,90,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
281.51,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
271.64,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.42,0.0,0.0,90,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
291.08,0.0,0.0,1,7,very low,0,0,0,0,0,0,0,1,0,0,0,0
265.02,0.0,0.0,90,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.3,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.15,0.0,0.0,1,12,high,0,0,0,0,0,0,0,1,0,0,0,0
279.96,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
279.555,0.0,0.0,76,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
297.87,0.0,0.0,40,12,high,0,0,0,0,0,0,0,1,0,0,0,0
284.08,0.0,0.0,90,16,high,0,0,0,0,0,0,0,1,0,0,0,0
273.08,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
279.89,0.0,0.0,75,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
297.79,0.0,0.0,1,14,high,0,0,0,0,0,0,0,1,0,0,0,0
284.38,0.0,0.0,75,22,low,0,0,0,0,0,0,0,1,0,0,0,0
275.28,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
283.01,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
292.64,0.0,0.0,1,23,low,0,0,0,0,0,0,0,1,0,0,0,0
256.51,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
281.8,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
275.49,0.0,0.0,90,22,low,0,0,0,0,0,0,0,1,0,0,0,0
274.51,0.0,0.0,90,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
277.51,0.0,0.0,75,12,high,0,0,0,0,0,0,0,1,0,0,0,0
298.25,0.0,0.0,75,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
270.31,0.0,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
261.14,0.0,0.0,75,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
276.49,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
285.68,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
295.08,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
294.11,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.22,0.0,0.0,40,8,low,0,0,0,0,0,0,0,1,0,0,0,0
261.78,0.0,0.0,40,22,high,0,0,0,0,0,0,0,1,0,0,0,0
280.01,0.0,0.0,40,16,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.08,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
293.52,0.0,0.0,1,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
281.62,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
300.79,0.0,0.0,75,17,high,0,0,0,0,0,0,0,1,0,0,0,0
295.42,0.0,0.0,75,15,high,0,0,0,0,0,0,0,1,0,0,0,0
285.95,0.0,0.0,20,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
285.43,0.0,0.0,75,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
283.8,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
284.29,0.0,0.0,20,14,high,0,0,0,0,0,0,0,1,0,0,0,0
279.37,0.0,0.0,90,22,low,0,0,0,0,0,0,0,1,0,0,0,0
295.41,0.0,0.0,75,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
286.01,0.0,0.0,75,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
290.49,0.0,0.0,40,15,high,0,0,0,0,0,0,0,1,0,0,0,0
290.17,0.0,0.0,1,6,high,0,0,0,0,0,0,0,1,0,0,0,0
301.75,0.0,0.0,5,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
283.86,0.0,0.0,75,22,low,0,0,0,0,0,0,0,1,0,0,0,0
298.07,0.0,0.0,20,19,low,0,0,0,0,0,0,0,1,0,0,0,0
296.08,0.0,0.0,75,11,high,0,0,0,0,0,0,0,1,0,0,0,0
272.38,0.0,0.0,90,11,high,0,0,0,0,0,0,0,1,0,0,0,0
276.34,0.0,0.0,75,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
307.03,0.0,0.0,75,16,medium,0,0,0,0,0,0,0,1,0,0,0,0
276.68,0.0,0.0,75,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
288.54,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
296.11,0.0,0.0,40,10,high,0,0,0,0,0,0,0,1,0,0,0,0
281.65,0.0,0.0,1,11,high,0,0,0,0,0,0,0,1,0,0,0,0
248.48,0.0,0.0,1,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.22,0.0,0.0,90,22,low,0,0,0,0,0,0,0,1,0,0,0,0
285.69,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
292.93,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
273.44,0.0,0.0,90,13,medium,0,0,0,0,0,0,0,1,0,0,0,0
273.27,0.0,0.0,40,20,low,0,0,0,0,0,0,0,1,0,0,0,0
285.6,0.0,0.0,1,8,medium,0,0,0,0,0,0,0,1,0,0,0,0
257.61,0.0,0.0,90,7,medium,0,0,0,0,0,0,0,1,0,0,0,0
301.08,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
290.25,7.7,0.0,68,7,high,0,0,0,0,0,0,0,1,0,0,0,0
299.39,1.15,0.0,75,15,medium,0,0,0,0,0,0,0,1,0,0,0,0
268.8,0.0,0.0,64,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
297.33,0.0,0.0,1,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
287.48,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
295.95,0.0,0.0,76,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
301.98,0.0,0.0,1,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
269.72,0.0,0.0,90,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
293.25,0.0,0.0,36,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.5,0.0,0.0,90,10,high,0,0,0,0,0,0,0,1,0,0,0,0
290.9,9.62,0.0,90,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
257.02,0.0,0.0,90,5,low,0,0,0,0,0,0,0,1,0,0,0,0
292.41,0.0,0.0,32,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
279.79,0.0,0.0,90,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
297.15,0.0,0.0,1,14,high,0,0,0,0,0,0,0,1,0,0,0,0
280.35,0.0,0.0,90,9,high,0,0,0,0,0,0,0,1,0,0,0,0
289.55,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
291.71,0.0,0.0,1,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
292.88,0.0,0.0,90,12,high,0,0,0,0,0,0,0,1,0,0,0,0
262.79,0.0,0.0,5,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
294.32,0.0,0.0,40,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
287.38,0.0,0.0,1,5,medium,0,0,0,0,0,0,0,1,0,0,0,0
280.01,0.0,0.0,75,10,high,0,0,0,0,0,0,0,1,0,0,0,0
278.65,0.0,0.0,75,11,high,0,0,0,0,0,0,0,1,0,0,0,0
267.3,0.0,0.0,90,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
292.65,1.27,0.0,90,5,low,0,0,0,0,0,0,0,1,0,0,0,0
288.57,0.64,0.0,90,5,medium,0,0,0,0,0,0,0,1,0,0,0,0
274.15,0.0,0.0,90,16,high,0,0,0,0,0,0,0,1,0,0,0,0
290.48,0.0,0.0,75,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
260.82,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
290.88,0.25,0.0,90,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
273.95,0.0,0.0,90,7,high,0,0,0,0,0,0,0,1,0,0,0,0
294.88,0.0,0.0,1,9,high,0,0,0,0,0,0,0,1,0,0,0,0
283.48,0.76,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
291.43,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
298.6,0.0,0.0,40,13,high,0,0,0,0,0,0,0,1,0,0,0,0
297.06,0.0,0.0,92,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.51,0.0,0.0,40,18,high,0,0,0,0,0,0,0,1,0,0,0,0
