holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
None,293.66,2.6,0.0,90,Drizzle,light intensity drizzle,9/4/2018 20:00,2385,low
None,261.62,0.0,0.0,90,Snow,light snow,12/16/2016 22:00,1589,low
None,288.22,0.0,0.0,12,Clouds,few clouds,7/1/2013 1:00,444,very low
None,290.11,0.51,0.0,90,Rain,moderate rain,8/18/2015 23:00,1093,very low
None,257.32,0.0,0.0,90,Clouds,overcast clouds,12/16/2013 6:00,5626,high
None,296.81,0.0,0.0,75,Drizzle,light intensity drizzle,6/24/2018 12:00,4302,medium
None,268.36,0.0,0.0,90,Snow,heavy snow,12/18/2012 23:00,1295,very low
None,267.31,0.0,0.0,90,Clouds,overcast clouds,3/7/2013 1:00,359,very low
None,287.35,0.0,0.0,75,Haze,haze,5/7/2016 9:00,4085,medium
None,271.75,0.0,0.0,1,Mist,mist,3/11/2016 6:00,5400,high
None,267.49,0.0,0.0,90,Mist,mist,4/9/2018 8:00,5824,very high
None,258.99,0.0,0.0,90,Mist,mist,1/9/2016 12:00,4984,high
None,275.95,0.0,0.0,90,Clouds,overcast clouds,11/29/2016 15:00,5359,high
None,284.62,0.0,0.0,90,Clouds,overcast clouds,3/13/2016 19:00,3065,medium
None,280.87,0.0,0.0,90,Clouds,overcast clouds,4/27/2014 0:00,1062,very low
None,274.22,0.0,0.0,90,Snow,light snow,11/22/2016 19:00,2289,low
None,293.73400000000004,0.0,0.0,88,Clouds,overcast clouds,7/14/2016 18:00,4279,medium
None,298.16700000000003,0.0,0.0,92,Clouds,overcast clouds,7/16/2016 15:00,4388,high
None,295.0,0.0,0.0,1,Clear,sky is clear,4/28/2013 14:00,4546,high
None,286.832,0.0,0.0,92,Rain,light rain,2/20/2017 12:00,4313,medium
None,291.3,0.0,0.0,40,Clouds,scattered clouds,4/14/2016 11:00,5267,high
None,256.54,0.0,0.0,20,Clouds,few clouds,2/3/2014 9:00,4634,high
None,288.19,0.0,0.0,1,Clear,sky is clear,8/4/2015 8:00,5243,high
None,267.22,0.0,0.0,90,Mist,mist,1/24/2018 11:00,4510,high
None,274.06,0.0,0.0,90,Haze,haze,12/1/2012 11:00,4618,high
None,273.95,0.0,0.0,90,Snow,light snow,11/22/2016 22:00,1232,very low
None,288.68,0.0,0.0,90,Drizzle,light intensity drizzle,8/2/2018 0:00,709,very low
None,299.28,0.0,0.0,8,Clear,sky is clear,6/9/2016 12:00,5348,high
None,275.49,0.0,0.0,90,Snow,snow,4/26/2017 22:00,1948,low
None,278.94,0.0,0.0,40,Clouds,scattered clouds,5/8/2016 6:00,1037,very low
None,275.02,0.0,0.0,90,Drizzle,drizzle,1/20/2017 6:00,5279,high
None,279.92,0.0,0.0,20,Clouds,few clouds,5/14/2016 21:00,3196,medium
None,283.99,0.0,0.0,90,Drizzle,light intensity drizzle,5/23/2013 14:00,5459,high
None,267.94,0.0,0.0,90,Mist,mist,2/3/2016 1:00,217,very low
None,285.03,0.0,0.0,1,Clear,sky is clear,5/4/2016 9:00,5423,high
None,274.95,0.0,0.0,90,Mist,mist,1/10/2018 8:00,5842,very high
None,292.63,0.0,0.0,1,Clear,sky is clear,9/7/2015 9:00,2880,low
None,294.86,0.0,0.0,40,Clouds,scattered clouds,8/21/2016 15:00,4190,medium
None,297.28,0.0,0.0,90,Clouds,overcast clouds,7/4/2014 11:00,3331,medium
None,286.84,0.0,0.0,1,Clear,sky is clear,5/2/2016 10:00,4345,medium
None,268.02,0.0,0.0,1,Haze,haze,3/9/2013 9:00,3656,medium
None,268.55,0.0,0.0,1,Clear,sky is clear,11/20/2016 3:00,505,very low
None,279.03,0.0,0.0,1,Clear,sky is clear,11/15/2012 11:00,4811,high
None,296.15,0.0,0.0,90,Rain,heavy intensity rain,7/5/2017 1:00,698,very low
None,280.02,0.0,0.0,1,Clear,sky is clear,11/10/2015 0:00,471,very low
None,295.58,0.0,0.0,20,Clouds,few clouds,6/1/2018 21:00,3519,medium
None,292.93,0.0,0.0,90,Rain,moderate rain,9/15/2016 11:00,4549,high
None,284.63,0.0,0.0,90,Mist,mist,5/8/2014 3:00,372,very low
None,272.48,0.0,0.0,1,Clear,sky is clear,12/3/2017 7:00,1131,very low
None,269.59,0.0,0.0,90,Snow,heavy snow,3/5/2013 5:00,2410,low
None,290.48,0.0,0.0,1,Clear,sky is clear,5/7/2013 22:00,1963,low
None,283.4,0.25,0.0,90,Rain,light rain,5/9/2014 14:00,5825,very high
None,298.18,0.0,0.0,90,Clouds,overcast clouds,7/12/2015 10:00,3284,medium
None,294.02,0.0,0.0,40,Clouds,scattered clouds,5/25/2017 19:00,3611,medium
None,258.84,0.0,0.0,64,Snow,light snow,12/23/2013 0:00,555,very low
None,263.68,0.0,0.0,75,Haze,haze,1/16/2017 10:00,3914,medium
None,294.2,0.0,0.0,44,Clouds,scattered clouds,8/21/2013 7:00,6714,very high
None,303.88,0.0,0.0,5,Clear,sky is clear,8/12/2018 16:00,4466,high
None,261.34,0.0,0.0,1,Clear,sky is clear,2/2/2017 1:00,356,very low
None,267.89,0.0,0.0,90,Fog,fog,12/19/2012 9:00,5318,high
None,272.5,0.0,0.0,90,Mist,mist,2/15/2013 2:00,349,very low
None,296.15,0.0,0.0,1,Mist,mist,7/14/2018 9:00,3471,medium
None,284.96,0.0,0.0,1,Mist,mist,9/18/2016 5:00,666,very low
None,291.71,0.0,0.0,1,Mist,mist,8/8/2015 2:00,705,very low
Independence Day,297.55,0.0,0.0,1,Mist,mist,7/4/2018 0:00,1021,very low
None,281.51,0.0,0.0,90,Clouds,overcast clouds,10/5/2017 4:00,885,very low
None,301.85,0.0,0.0,1,Clear,sky is clear,8/12/2015 17:00,6386,very high
None,290.24,0.0,0.0,90,Haze,haze,10/24/2012 15:00,5661,high
None,275.0,0.0,0.0,90,Clouds,overcast clouds,2/28/2013 17:00,6304,very high
None,298.62,0.0,0.0,1,Thunderstorm,proximity thunderstorm,7/12/2018 4:00,940,very low
None,301.85,0.0,0.0,75,Clouds,broken clouds,8/1/2016 16:00,5940,very high
None,290.82,0.76,0.0,90,Rain,moderate rain,5/27/2016 12:00,5181,high
None,286.92,0.0,0.0,88,Rain,light rain,7/2/2014 0:00,702,very low
None,271.02,0.0,0.0,90,Fog,fog,2/24/2018 18:00,2677,low
None,287.9,0.0,0.0,40,Clouds,scattered clouds,8/21/2015 4:00,865,very low
None,286.08,0.0,0.0,75,Rain,proximity shower rain,10/1/2017 7:00,1838,low
None,285.36,0.25,0.0,1,Rain,light rain,10/21/2015 9:00,5586,high
None,272.81,0.0,0.0,90,Clouds,overcast clouds,2/15/2016 14:00,4889,high
None,276.7,0.0,0.0,90,Clouds,overcast clouds,11/4/2012 22:00,1451,very low
None,288.94,0.0,0.0,0,Clear,Sky is Clear,5/21/2014 2:00,370,very low
None,287.8,0.0,0.0,90,Drizzle,drizzle,5/21/2018 5:00,2796,low
None,292.92,0.0,0.0,90,Rain,moderate rain,8/17/2017 4:00,917,very low
None,285.73,0.0,0.0,1,Clear,sky is clear,5/15/2013 4:00,795,very low
None,288.86,0.0,0.0,1,Mist,mist,6/23/2018 7:00,2474,low
None,290.83,0.0,0.0,1,Clear,sky is clear,9/29/2013 11:00,4518,high
None,284.54,0.0,0.0,90,Rain,light rain,10/23/2015 3:00,417,very low
None,293.55,0.0,0.0,40,Clouds,scattered clouds,9/10/2015 15:00,5945,very high
None,286.15,0.0,0.0,1,Clear,sky is clear,11/6/2016 20:00,2069,low
None,279.84,0.0,0.0,40,Clouds,scattered clouds,4/4/2013 16:00,6841,very high
None,286.79,0.0,0.0,90,Fog,fog,8/11/2017 7:00,6038,very high
None,261.16,0.0,0.0,40,Clouds,scattered clouds,2/8/2017 19:00,3398,medium
None,264.22,0.0,0.0,90,Snow,light snow,2/8/2016 1:00,295,very low
None,276.27,0.0,0.0,1,Clear,sky is clear,5/18/2016 6:00,6045,very high
None,286.15,0.0,0.0,40,Fog,fog,8/19/2017 5:00,889,very low
None,271.61,0.0,0.0,75,Clouds,broken clouds,2/29/2016 2:00,270,very low
None,287.38,0.0,0.0,1,Clear,sky is clear,7/1/2015 6:00,5741,high
None,289.29,0.0,0.0,1,Clear,sky is clear,11/1/2016 14:00,4743,high
None,282.889,0.0,0.0,12,Clouds,few clouds,10/27/2016 16:00,6534,very high
None,274.98,0.0,0.0,90,Fog,fog,12/16/2012 17:00,3775,medium
None,284.44,0.0,0.0,1,Clear,sky is clear,10/13/2012 17:00,4477,high
None,291.09,0.0,0.0,1,Mist,mist,7/11/2017 2:00,299,very low
None,298.5,0.0,0.0,40,Clouds,scattered clouds,5/5/2018 14:00,4394,high
None,278.29,0.0,0.0,90,Clouds,overcast clouds,3/18/2018 18:00,3868,medium
None,292.99,0.0,0.0,92,Rain,moderate rain,7/23/2013 5:00,2922,medium
None,278.52,1.13,0.0,90,Rain,moderate rain,4/29/2014 2:00,255,very low
None,282.92,0.42,0.0,92,Rain,heavy intensity rain,10/15/2013 17:00,6237,very high
None,272.05,0.25,0.0,90,Rain,light rain,4/17/2014 9:00,5241,high
None,271.37,0.0,0.0,90,Snow,light snow,12/16/2017 2:00,646,very low
None,278.56,0.0,0.0,90,Rain,light rain,11/6/2012 22:00,1671,low
None,290.97,1.02,0.0,90,Rain,moderate rain,9/24/2018 21:00,2084,low
None,285.9,0.0,0.0,1,Mist,mist,7/3/2015 6:00,1939,low
None,287.63,0.0,0.0,90,Rain,moderate rain,10/5/2013 6:00,1399,very low
None,287.47,0.0,0.0,40,Clouds,scattered clouds,4/14/2016 9:00,5407,high
None,289.74,0.0,0.0,1,Clear,sky is clear,9/29/2015 17:00,6207,very high
None,279.4,0.0,0.0,1,Clear,sky is clear,4/6/2017 21:00,3126,medium
None,285.64,0.0,0.0,90,Clouds,overcast clouds,5/2/2013 1:00,341,very low
None,289.37,0.0,0.0,1,Mist,mist,5/29/2016 23:00,1782,low
None,303.15,0.0,0.0,1,Clear,sky is clear,8/11/2018 15:00,4188,medium
None,269.15,0.0,0.0,1,Clear,sky is clear,12/22/2016 3:00,350,very low
None,294.73,0.0,0.0,1,Mist,mist,7/20/2017 23:00,1525,low
None,273.98,0.0,0.0,90,Mist,mist,3/10/2013 5:00,438,very low
None,266.35,0.0,0.0,90,Snow,heavy snow,2/24/2013 1:00,785,very low
None,275.55,0.0,0.0,1,Haze,haze,2/18/2016 12:00,5028,high
None,274.33,0.98,0.51,90,Fog,fog,12/23/2015 12:00,5167,high
None,263.75,0.0,0.0,1,Clear,sky is clear,12/25/2012 15:00,2788,low
None,275.39,0.0,0.0,75,Clouds,broken clouds,11/14/2013 5:00,2932,medium
None,284.02,0.0,0.0,1,Clear,sky is clear,10/18/2017 5:00,3054,medium
None,273.86,0.0,0.0,90,Snow,snow,10/27/2017 13:00,5092,high
None,289.7,0.0,0.0,0,Clear,Sky is Clear,8/17/2016 4:00,925,very low
None,292.84,1.78,0.0,90,Rain,moderate rain,7/5/2016 21:00,1752,low
None,279.69,0.0,0.0,1,Clear,sky is clear,11/8/2016 5:00,2762,low
None,286.37,0.0,0.0,90,Rain,light rain,10/1/2017 8:00,2403,low
None,286.88,0.0,0.0,1,Thunderstorm,thunderstorm with heavy rain,5/19/2013 5:00,541,very low
None,293.05,0.0,0.0,75,Rain,light rain,7/5/2016 6:00,4739,high
None,295.41,0.0,0.0,40,Clouds,scattered clouds,7/3/2017 10:00,3467,medium
None,290.29,0.0,0.0,1,Clear,sky is clear,9/10/2017 2:00,673,very low
None,285.43,0.0,0.0,1,Clear,sky is clear,10/19/2015 23:00,904,very low
None,289.79,0.0,0.0,0,Clear,Sky is Clear,6/20/2016 7:00,6456,very high
None,288.61,0.0,0.0,90,Fog,fog,8/28/2016 0:00,1510,low
None,287.59,0.0,0.0,1,Clear,sky is clear,8/31/2017 2:00,282,very low
None,261.15,0.0,0.0,1,Clear,sky is clear,11/23/2013 10:00,4439,high
None,277.28,0.0,0.0,90,Rain,moderate rain,3/25/2017 23:00,1896,low
None,267.81,0.0,0.0,90,Snow,light snow,1/31/2018 21:00,2564,low
None,290.42,0.0,0.0,20,Clouds,few clouds,5/17/2016 16:00,6360,very high
None,300.29,0.0,0.0,1,Clear,sky is clear,6/17/2018 10:00,3488,medium
None,295.61,0.0,0.0,40,Clouds,scattered clouds,8/29/2017 12:00,5237,high
None,289.82,0.0,0.0,1,Fog,fog,7/23/2018 5:00,3008,medium
None,271.89,0.0,0.0,90,Mist,mist,1/25/2017 13:00,4304,medium
None,285.55,0.0,0.0,32,Clouds,scattered clouds,7/29/2013 1:00,468,very low
None,293.15,0.0,0.0,40,Rain,proximity shower rain,5/17/2017 15:00,5590,high
None,283.35,0.0,0.0,90,Clouds,overcast clouds,9/28/2017 4:00,871,very low
None,279.22,0.0,0.0,90,Clouds,overcast clouds,3/24/2017 17:00,6024,very high
None,291.37,0.66,0.0,1,Mist,mist,6/2/2014 8:00,6252,very high
None,270.08,0.0,0.0,90,Mist,mist,1/25/2018 19:00,3637,medium
None,275.62,0.0,0.0,90,Mist,mist,1/20/2017 14:00,5184,high
None,267.9,0.0,0.0,90,Snow,light snow,2/7/2017 14:00,4646,high
None,260.49,0.0,0.0,1,Clear,sky is clear,3/11/2017 4:00,430,very low
None,255.84,0.0,0.0,40,Clouds,scattered clouds,1/5/2017 16:00,6220,very high
None,283.08,0.0,0.0,90,Rain,light rain,3/14/2016 2:00,351,very low
None,302.29900000000004,0.0,0.0,0,Clear,Sky is Clear,5/28/2018 11:00,3037,medium
None,288.81,0.0,0.0,1,Clear,sky is clear,5/26/2017 6:00,5179,high
None,277.01,0.0,0.0,90,Mist,mist,12/13/2015 6:00,707,very low
None,295.84,0.0,0.0,88,Mist,mist,7/12/2014 0:00,1465,low
None,287.87,0.0,0.0,90,Clouds,overcast clouds,3/7/2016 19:00,2973,medium
None,293.56,0.0,0.0,1,Clear,sky is clear,8/17/2015 11:00,4802,high
None,271.08,0.0,0.0,90,Mist,mist,2/2/2016 1:00,315,very low
None,268.96,0.0,0.0,1,Clear,sky is clear,3/26/2013 5:00,2532,low
None,295.82,2.61,0.0,90,Mist,mist,9/4/2018 15:00,5436,high
None,292.69,0.0,0.0,1,Rain,light rain,6/30/2017 1:00,531,very low
None,294.35,0.0,0.0,8,Clear,sky is clear,8/5/2013 13:00,5108,high
None,271.07,0.0,0.0,90,Clouds,overcast clouds,3/15/2014 13:00,4734,high
None,275.17,0.0,0.0,1,Clear,sky is clear,10/6/2012 7:00,2072,low
None,264.7,0.25,0.0,90,Rain,light rain,1/15/2014 18:00,4270,medium
None,287.15,0.0,0.0,1,Mist,mist,7/30/2018 5:00,3051,medium
None,264.44,0.0,0.0,90,Clouds,overcast clouds,2/11/2016 14:00,5604,high
None,248.22,0.0,0.0,90,Snow,light snow,1/11/2016 1:00,269,very low
None,267.61,0.0,0.0,90,Clouds,overcast clouds,12/30/2016 11:00,4956,high
None,273.09,0.0,0.0,90,Fog,fog,12/6/2015 23:00,909,very low
None,289.48,0.51,0.0,76,Rain,light rain,6/10/2013 2:00,292,very low
None,271.92,0.0,0.0,90,Clouds,overcast clouds,12/9/2012 19:00,1261,very low
None,271.39,0.0,0.0,1,Clear,sky is clear,12/5/2012 16:00,6605,very high
None,263.92,0.0,0.0,64,Clouds,broken clouds,11/26/2013 8:00,6051,very high
None,297.42,0.0,0.0,1,Rain,light rain,9/6/2016 0:00,466,very low
None,290.76,0.0,0.0,1,Clear,sky is clear,5/4/2016 19:00,3599,medium
None,298.02,0.0,0.0,0,Clear,Sky is Clear,7/13/2016 21:00,2935,medium
None,275.43,0.0,0.0,1,Clear,sky is clear,12/21/2016 11:00,5053,high
None,273.86,0.0,0.0,90,Clouds,overcast clouds,4/2/2016 0:00,1492,low
None,259.03,0.0,0.0,1,Clear,sky is clear,12/22/2012 8:00,2100,low
None,253.77,0.0,0.0,90,Clouds,overcast clouds,3/1/2014 6:00,1250,very low
None,264.5,0.0,0.0,0,Clear,sky is clear,2/1/2014 17:00,4394,high
None,286.98,0.76,0.0,24,Rain,light rain,6/6/2013 19:00,3557,medium
None,290.96,0.63,0.0,90,Mist,mist,8/25/2018 1:00,725,very low
None,271.28,0.0,0.0,90,Clouds,overcast clouds,2/17/2016 16:00,6898,very high
None,296.95,0.0,0.0,44,Clouds,scattered clouds,6/30/2013 15:00,4397,high
None,279.75,0.0,0.0,75,Clouds,broken clouds,10/14/2017 8:00,3047,medium
None,303.23,0.0,0.0,1,Clear,sky is clear,9/5/2015 14:00,4390,high
None,284.29,0.0,0.0,1,Clear,sky is clear,9/5/2017 5:00,3001,medium
None,289.52,0.0,0.0,90,Thunderstorm,proximity thunderstorm with drizzle,8/19/2015 3:00,392,very low
None,279.24,0.0,0.0,1,Clear,sky is clear,11/16/2012 21:00,2804,low
None,273.06,0.76,0.0,90,Rain,light rain,4/4/2014 11:00,3462,medium
None,288.94,0.25,0.0,90,Rain,light rain,9/19/2018 3:00,358,very low
None,286.51,0.0,0.0,5,Clear,sky is clear,7/27/2018 7:00,5950,very high
None,295.26,0.0,0.0,1,Clear,sky is clear,9/15/2018 6:00,1469,low
None,289.61,0.0,0.0,75,Clouds,broken clouds,5/1/2016 18:00,4051,medium
None,271.29,0.0,0.0,75,Clouds,broken clouds,11/20/2015 12:00,5563,high
None,298.65,0.0,0.0,40,Rain,proximity shower rain,7/11/2015 19:00,3438,medium
None,266.09,0.0,0.0,90,Haze,haze,2/25/2013 10:00,4232,medium
None,288.4,0.0,0.0,20,Mist,mist,6/30/2016 4:00,863,very low
None,270.65,0.0,0.0,90,Mist,mist,12/17/2017 18:00,3558,medium
None,291.806,0.0,0.0,36,Clouds,scattered clouds,7/14/2016 4:00,834,very low
None,301.58,0.0,0.0,40,Clouds,scattered clouds,8/9/2018 19:00,3530,medium
None,258.69,0.0,0.0,64,Snow,light snow,1/25/2014 21:00,2723,low
None,254.72,0.0,0.0,40,Clouds,scattered clouds,12/14/2016 22:00,1766,low
None,290.02,0.0,0.0,0,Mist,mist,5/21/2014 0:00,851,very low
None,286.15,0.0,0.0,90,Fog,fog,9/26/2015 7:00,2379,low
None,255.68,0.0,0.0,1,Clear,sky is clear,2/3/2014 5:00,2503,low
None,262.01,0.0,0.0,90,Snow,light snow,12/16/2016 16:00,4251,medium
None,293.81,0.0,0.0,5,Clear,sky is clear,5/15/2018 13:00,5017,high
None,287.82,0.0,0.0,90,Clouds,overcast clouds,4/18/2016 7:00,6901,very high
None,279.53,0.0,0.0,75,Clouds,broken clouds,4/8/2013 14:00,5326,high
None,279.903,0.0,0.0,92,Rain,light rain,10/26/2016 13:00,4362,medium
None,275.86,0.0,0.0,1,Mist,mist,10/16/2017 6:00,5835,very high
None,256.1,0.0,0.0,64,Clouds,broken clouds,1/22/2014 15:00,5446,high
None,283.32,0.0,0.0,1,Clear,sky is clear,9/13/2015 4:00,257,very low
None,288.97,0.0,0.0,0,Clear,Sky is Clear,8/18/2013 8:00,1895,low
None,258.53,0.0,0.0,90,Snow,light snow,12/12/2016 4:00,1089,very low
None,263.62,0.0,0.0,64,Snow,light snow,12/26/2013 3:00,308,very low
None,299.14,0.0,0.0,1,Clear,sky is clear,8/22/2016 19:00,2908,low
None,285.77,0.25,0.0,92,Rain,light rain,10/4/2013 0:00,754,very low
None,260.55,0.0,0.0,1,Clear,sky is clear,2/20/2018 23:00,965,very low
None,289.72,0.0,0.0,80,Clouds,broken clouds,5/6/2014 20:00,2926,medium
None,287.724,0.0,0.0,36,Clouds,scattered clouds,10/11/2016 8:00,5998,very high
None,256.88,0.0,0.0,1,Clear,sky is clear,2/10/2018 4:00,389,very low
None,289.86,0.0,0.0,1,Clear,sky is clear,8/9/2017 4:00,949,very low
None,269.92,0.0,0.0,1,Clear,sky is clear,11/20/2015 4:00,856,very low
None,259.58,0.0,0.0,40,Fog,fog,3/8/2013 5:00,2366,low
None,254.44,0.0,0.0,64,Clouds,broken clouds,12/6/2013 17:00,5672,high
None,272.61,0.0,0.0,90,Clouds,overcast clouds,4/11/2013 7:00,3078,medium
None,292.97,1.09,0.0,75,Thunderstorm,thunderstorm with rain,7/24/2015 7:00,5700,high
None,279.58,0.0,0.0,90,Clouds,overcast clouds,5/12/2018 7:00,2113,low
None,285.11,0.0,0.0,90,Mist,mist,12/4/2012 12:00,4816,high
None,293.65,5.59,0.0,8,Rain,heavy intensity rain,7/14/2013 8:00,2260,low
None,292.15,0.0,0.0,1,Clear,sky is clear,8/23/2017 11:00,4766,high
None,292.04,0.0,0.0,40,Clouds,scattered clouds,7/10/2015 1:00,509,very low
None,286.21,0.0,0.0,75,Clouds,broken clouds,10/2/2017 8:00,6054,very high
None,291.55,0.0,0.0,75,Rain,light rain,5/25/2017 21:00,2876,low
None,255.87,0.0,0.0,1,Clear,sky is clear,2/8/2014 3:00,343,very low
None,282.53,0.25,0.0,90,Rain,light rain,4/12/2014 20:00,2907,low
None,296.29,1.78,0.0,75,Rain,moderate rain,8/27/2018 6:00,5575,high
None,298.08,0.0,0.0,75,Mist,mist,8/28/2016 13:00,4163,medium
None,275.85,0.0,0.0,64,Clouds,broken clouds,11/25/2013 12:00,4844,high
None,283.9,0.0,0.0,1,Clear,sky is clear,5/18/2017 21:00,3402,medium
None,301.42,0.0,0.0,1,Clear,sky is clear,7/5/2015 19:00,3488,medium
None,255.48,0.0,0.0,1,Clear,sky is clear,1/12/2016 13:00,4636,high
None,274.15,0.0,0.0,90,Mist,mist,11/24/2016 4:00,316,very low
None,293.04,0.0,0.0,0,Clear,Sky is Clear,7/29/2013 20:00,2868,low
None,281.48,0.0,0.0,90,Fog,fog,4/3/2017 4:00,812,very low
None,287.11,0.51,0.0,90,Rain,moderate rain,9/18/2015 20:00,3395,medium
None,288.46,2.54,0.0,90,Thunderstorm,thunderstorm,9/18/2018 9:00,5123,high
None,278.75,0.0,0.0,40,Rain,proximity shower rain,3/20/2017 7:00,6300,very high
None,288.15,0.0,0.0,75,Clouds,broken clouds,6/2/2016 0:00,664,very low
None,290.94,0.38,0.0,75,Rain,moderate rain,7/6/2015 13:00,4307,medium
None,270.72,0.0,0.0,75,Clouds,broken clouds,2/2/2016 7:00,6622,very high
None,290.3,0.0,0.0,1,Mist,mist,8/6/2014 0:00,655,very low
None,301.02,0.0,0.0,75,Clouds,broken clouds,7/4/2017 20:00,2906,low
None,264.75,0.0,0.0,90,Snow,light snow,12/7/2016 21:00,2510,low
None,268.15,0.0,0.0,90,Mist,mist,2/7/2017 15:00,5350,high
None,259.38,0.0,0.0,20,Clouds,few clouds,12/28/2012 0:00,652,very low
None,292.25,0.0,0.0,1,Clear,sky is clear,7/27/2014 4:00,376,very low
None,287.43,0.0,0.0,90,Clouds,overcast clouds,5/30/2017 18:00,4495,high
None,265.15,0.0,0.0,1,Clear,sky is clear,11/23/2013 15:00,4127,medium
None,291.58,0.0,0.0,1,Clear,sky is clear,8/28/2015 20:00,3296,medium
None,299.48,0.0,0.0,75,Clouds,broken clouds,6/22/2018 17:00,5120,high
None,294.301,0.0,0.0,92,Rain,light rain,7/16/2016 23:00,1854,low
None,298.16,0.0,0.0,1,Clear,sky is clear,5/5/2016 19:00,3733,medium
None,288.94,0.0,0.0,1,Clear,sky is clear,4/4/2017 18:00,4427,high
None,287.69,0.98,0.0,90,Rain,moderate rain,5/10/2014 21:00,3024,medium
None,288.27,0.0,0.0,1,Clear,sky is clear,4/10/2014 15:00,6128,very high
None,290.95,0.0,0.0,1,Clear,sky is clear,8/31/2016 21:00,2270,low
None,270.41,0.0,0.0,40,Clouds,scattered clouds,3/28/2014 7:00,6342,very high
None,277.65,0.0,0.0,1,Clear,sky is clear,4/26/2018 7:00,6493,very high
None,290.22,0.0,0.0,1,Mist,mist,8/10/2018 6:00,5227,high
None,281.67,0.0,0.0,1,Clear,sky is clear,5/6/2014 4:00,824,very low
None,293.51,0.0,0.0,90,Clouds,overcast clouds,6/6/2018 12:00,5098,high
None,278.54,0.0,0.0,90,Clouds,overcast clouds,4/13/2014 5:00,451,very low
None,249.46,0.0,0.0,1,Clear,sky is clear,1/13/2018 6:00,1175,very low
None,290.28,0.0,0.0,90,Mist,mist,6/28/2017 5:00,2747,low
None,252.21,0.0,0.0,1,Clear,sky is clear,1/4/2018 22:00,2422,low
None,290.07,0.0,0.0,48,Rain,light rain,7/1/2014 19:00,3389,medium
None,301.221,0.0,0.0,12,Clouds,few clouds,6/24/2015 16:00,6393,very high
None,290.94,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 8:00,5667,high
None,294.48,0.0,0.0,90,Rain,light rain,5/30/2018 13:00,4823,high
None,292.84,0.0,0.0,5,Clear,sky is clear,8/29/2017 22:00,2051,low
None,268.42,0.0,0.0,90,Mist,mist,4/9/2018 4:00,869,very low
None,291.33,0.0,0.0,100,Clouds,overcast clouds,9/22/2016 15:00,5470,high
None,275.97,0.0,0.0,64,Clouds,broken clouds,11/10/2013 21:00,1895,low
None,299.08,0.0,0.0,75,Clouds,broken clouds,5/23/2018 16:00,6897,very high
None,293.54,1.27,0.0,68,Rain,moderate rain,8/12/2016 19:00,3045,medium
None,250.41,0.0,0.0,90,Clouds,overcast clouds,1/18/2016 9:00,3709,medium
None,278.01,0.0,0.0,1,Clear,sky is clear,11/25/2015 8:00,5181,high
None,292.18,0.28,0.0,40,Drizzle,light intensity drizzle,9/5/2018 3:00,323,very low
None,284.59,0.0,0.0,90,Rain,light rain,5/11/2016 11:00,4918,high
None,274.21,0.0,0.0,90,Snow,light snow,11/22/2016 12:00,4593,high
None,290.51,0.0,0.0,48,Rain,light rain,7/1/2014 17:00,6545,very high
None,274.83,0.0,0.0,90,Rain,moderate rain,3/16/2017 22:00,2857,low
None,258.47,0.0,0.0,90,Clouds,overcast clouds,1/11/2017 22:00,1610,low
None,275.03,0.0,0.0,90,Rain,light rain,12/16/2012 9:00,2300,low
None,277.82,0.0,0.0,1,Clear,sky is clear,5/5/2017 6:00,5518,high
None,259.86,0.0,0.0,90,Clouds,overcast clouds,2/24/2014 21:00,2032,low
None,266.95,0.0,0.0,90,Clouds,overcast clouds,1/30/2018 15:00,5701,high
None,268.22,0.0,0.0,90,Haze,haze,12/18/2012 18:00,4570,high
None,274.86,0.0,0.0,90,Drizzle,light intensity drizzle,1/11/2018 1:00,352,very low
None,277.43,0.0,0.0,90,Mist,mist,2/19/2016 11:00,4878,high
None,257.96,0.0,0.0,64,Clouds,broken clouds,1/15/2014 2:00,305,very low
None,273.82,0.25,0.0,90,Rain,light rain,3/17/2014 14:00,4931,high
None,278.68,0.0,0.0,1,Clear,sky is clear,5/3/2017 7:00,6230,very high
None,299.53,0.0,0.0,75,Clouds,broken clouds,7/10/2016 16:00,3869,medium
None,285.36,0.0,0.0,90,Clouds,overcast clouds,11/17/2016 16:00,6432,very high
None,283.59,0.0,0.0,90,Haze,haze,2/22/2017 18:00,4524,high
None,298.67,0.0,0.0,0,Clear,Sky is Clear,8/18/2013 19:00,3545,medium
None,292.86,0.0,0.0,90,Mist,mist,6/27/2018 9:00,5134,high
None,287.13,0.0,0.0,90,Drizzle,light intensity drizzle,5/19/2014 8:00,6344,very high
None,299.47,0.0,0.0,75,Clouds,broken clouds,7/30/2016 15:00,4039,medium
None,282.72,0.0,0.0,1,Clear,sky is clear,3/10/2014 15:00,5630,high
None,255.62,0.0,0.0,64,Clouds,broken clouds,1/1/2014 19:00,2121,low
None,291.05,0.0,0.0,1,Clear,sky is clear,5/5/2014 16:00,6478,very high
None,300.84,0.0,0.0,1,Clear,sky is clear,7/8/2018 12:00,4075,medium
None,282.42,0.38,0.0,90,Drizzle,drizzle,5/10/2016 9:00,5420,high
None,280.7,0.0,0.0,64,Clouds,broken clouds,11/19/2013 14:00,5242,high
