author,text
austen,thi like give ourselv slap sure wa yesterday wa tell mr cole realli wa asham look new grand pianofort draw room know one note anoth littl girl begin perhap may never make ani thing poor jane fairfax mistress music ha ani thing natur instrument even pitifullest old spinet world amus wa say thi mr cole yesterday quit agre onli particularli fond music could help indulg purchas hope good neighbour might oblig occasion put better use realli reason whi instrument wa bought els sure ought asham great hope miss woodhous may prevail tri thi even miss woodhous made proper acquiesc find noth wa entrap ani commun mr cole turn frank churchil whi smile '' said '' nay whi '' '' '' '
austen,suppos smile pleasur colonel campbel rich liber handsom present veri rather wonder wa never made befor perhap miss fairfax ha never stay long befor '' `` give use instrument must shut london untouch ani bodi '' '' `` `` grand pianofort might think larg mr bate hous '' '' '' '
austen,may chuse counten testifi thi subject veri much like mine know rather believ give credit acut deserv smile becaus smile shall probabl suspect whatev find suspect present see question colonel campbel person '' `` say mr '' ]
austen,"dixon mr dixon veri true inde thought mr dixon must know well father accept instrument would perhap mode mysteri surpriz like young woman scheme elderli man mr dixon , dare say '' ]"
austen,told suspicion would guid mine must extend suspicion comprehend dixon '' `` mr dixon veri well ye immedi perceiv must joint present mr mr dixon '' ]
austen,"speak day know hi warm admir perform ye told head confirm idea entertain befor mean reflect upon good intent either mr dixon miss fairfax help suspect either make hi propos friend misfortun fall love becam consciou littl attach side one might guess twenti thing without guess exactli right sure must particular caus chuse come highburi instead go campbel ireland must lead life privat penanc would enjoy pretenc tri nativ air look upon mere excus summer might pass ani bodi nativ air month januari februari , march good fire carriag would much purpos case delic health , dare say '' '"
austen,requir adopt suspicion though make nobl profess honestli tell upon word air great probabl mr dixon prefer music friend answer veri decid `` save life ever hear water parti accid wa fall overboard caught '' '' '' ]
austen,wa one parti realli well observ noth cours seem new idea think made discoveri `` dare say would simpl saw noth fact miss fairfax wa nearli dash vessel mr dixon caught wa work moment though consequ shock alarm wa veri great much durabl inde believ wa half hour befor ani us comfort yet wa gener sensat ani thing peculiar anxieti observ mean say howev might made discoveri '' '' '' ]
austen,convers wa interrupt call share awkward rather long interv cours oblig formal orderli tabl wa safe cover everi corner dish wa place exactli right occup eas gener restor emma said `` arriv thi pianofort decis want know littl thi tell quit enough depend upon shall soon hear present mr mr dixon '' ]
austen,dixon absolut deni knowledg must conclud come campbel sure campbel miss fairfax know campbel would guess first would puzzl dare fix may convinc perhap perfectli convinc mr dixon princip busi '' `` inde injur suppos unconvinc '' ]
austen,reason carri judgment along entir first suppos satisfi colonel campbel wa giver saw onli patern kind thought natur thing world mention mr dixon felt much probabl tribut warm femal friendship see light offer love wa occas press matter farther convict seem real look felt '' ]
austen,said subject took turn rest dinner pass away dessert succeed children came talk admir amid usual rate convers clever thing said downright silli much larger proport neither one noth wors everyday remark dull repetit old news heavi joke ladi long draw room befor ladi differ divis arriv emma watch entre particular littl friend could exult digniti grace could onli love bloom sweet artless manner could heartili rejoic light cheer unsentiment disposit allow mani allevi pleasur midst pang disappoint affect sat would guess mani tear late shed compani nice dress see nice dress sit smile look pretti say noth wa enough happi present hour jane fairfax look move superior emma suspect might glad chang feel harriet veri glad purchas mortif love ye love even mr elton vain surrend danger pleasur know belov husband friend
austen,larg parti wa necessari emma approach wish speak pianofort felt much secret think appear curios interest fair therefor purpos kept distanc subject wa almost immedi introduc saw blush conscious congratul receiv blush guilt accompani name excel friend colonel campbel mr weston kind heart music wa particularli interest circumst emma could help amus persever dwell subject much ask say tone touch pedal total unsuspici wish say littl possibl plainli read fair heroin counten soon join gentlemen veri first earli wa frank churchil walk first handsomest pay hi compliment en passant miss bate niec made hi way directli opposit side circl sat miss woodhous till could find seat would sit emma divin everi bodi present must think '' ]
austen,wa hi object everi bodi must perceiv introduc friend miss smith conveni moment afterward heard thought never seen love face wa delight naivet `` onli sure wa pay great compliment think look littl like mr elton '' '' emma restrain indign onli turn silenc '' ]
austen,smile intellig pass gentleman first glanc toward miss fairfax wa prudent avoid speech told impati leav dine room hate sit long wa alway first move could hi father mr knightley mr cox mr cole left veri busi parish busi long staid howev pleasant enough found gener set gentlemanlik sensibl men spoke handsom highburi altogeth thought abund agreeabl famili emma began feel use despis place rather much question societi yorkshir extent neighbourhood enscomb sort could make hi answer far enscomb wa concern wa veri littl go visit among rang great famili none veri near even day fix invit accept wa even chanc mr churchil health spirit go made point visit fresh person though hi separ engag wa without difficulti without consider address _times_ could get away introduc acquaint night saw enscomb could satisfi highburi taken best might reason pleas young man retir home like hi import enscomb wa veri evid boast natur betray persuad hi aunt hi uncl could noth laugh notic believ except one two point could _time_ persuad ani thing
austen,"one point hi influenc fail mention want veri much go abroad veri eager inde allow travel would hear thi happen year befor said wa begin longer wish unpersuad point mention emma guess good behaviour hi father made wretch discoveri said , short paus `` week morrow half time ]"
austen,never knew day fli fast week morrow hardli begun enjoy got acquaint mr weston hate recollect perhap may begin regret spent one whole day hair cut `` said smile `` subject regret pleasur see friend unless believ fit seen '' '' '' ]
austen,rest gentlemen room emma found oblig turn minut listen mr cole mr cole move away attent could restor befor saw frank churchil look intent across room miss fairfax wa sit exactli opposit matter '' said start '' thank rous repli '' ]
austen,believ veri rude realli miss fairfax ha done hair odd way veri odd way keep eye never saw ani thing outre curl thi must fanci see nobodi els look like must go ask whether irish fashion shall ye declar shall see take whether colour '' wa gone immedi emma soon saw stand befor miss fairfax talk effect young ladi improvid place exactli exactli front miss fairfax could absolut distinguish noth befor could return hi chair wa taken mr weston '' ]
austen,thi luxuri larg parti said one get near everi bodi say everi thing dear emma long talk make discoveri form plan like must tell idea fresh know miss bate niec came invit '' '' `` oh '' ]
austen,ye convey hither manner come walk conclud els could come '' `` veri true well littl ago occur veri sad would jane fairfax walk home late night cold night look though never saw appear advantag struck wa heat would therefor particularli liabl take cold poor girl '' ]
austen,could bear idea soon mr weston came room could get spoke carriag may guess readili came wish hi approb made way directli miss bate assur carriag would servic befor took us home thought would make comfort onc good soul wa grate possibl may sure nobodi wa ever fortun mani mani thank ` wa occas troubl us mr knightley carriag brought wa take home ''
austen,wa quit surpriz veri glad sure realli quit surpriz veri kind attent thought attent sort thing men would think short know hi usual way veri much inclin think wa accommod carriag wa use suspect would pair hors wa onli excus assist veri like said emma '' noth like know man like mr knightley sort thing ani thing realli good natur use consider benevol '' ]
austen,gallant man veri human one thi consid jane fairfax ill health would appear case human act unostentati kind nobodi would fix mr knightley know hors day arriv togeth laugh said word could betray well said mr weston smile `` give credit simpl disinterest benevol thi instanc miss bate wa speak suspicion dart head never abl get think probabl appear short made match mr knightley jane fairfax see consequ keep compani say '' '' ]
austen,mr knightley jane fairfax '' exclaim emma '' dear mr weston could think thing mr knightley mr knightley must marri would littl henri cut donwel oh henri must donwel '' ]
austen,consent mr knightley marri sure like amaz think thing dear emma told led think want match want injur dear littl henri idea ha given circumst mr knightley realli wish marri would refrain henri account boy six year old know noth matter '' `` ye would could bear henri supplant mr knightley marri never idea adopt '' '
austen,jane fairfax women nay ha alway first favourit veri well know imprud match '' speak prudenc mere probabl '' '' `` `` see probabl unless ani better foundat mention hi good natur hi human tell would quit enough account hors '' ]
austen,ha great regard bates know independ jane fairfax alway glad shew attent dear mr weston take match make veri ill jane fairfax mistress abbey oh everi feel revolt hi sake would mad thing imprud pleas mad '' ]
austen,"except inequ fortun perhap littl dispar age see noth unsuit mr knightley doe want marri sure ha least idea put hi head whi marri happi possibl hi farm hi sheep hi librari parish manag extrem fond hi brother children ha occas marri , either fill hi time hi heart '' '' ]"
austen,dear emma long think realli love jane fairfax nonsens doe care jane fairfax way love sure doe would ani good famili `` well said mr weston laugh `` '' perhap greatest good could would give jane respect home '' '' '' ]
austen,would good sure would evil veri shame degrad connexion would bear miss bate belong haunt abbey thank day long hi great kind marri jane veri kind oblig alway veri kind neighbour fli half sentenc mother old petticoat wa veri old petticoat either still would last great inde must thank say petticoat veri strong `` shame emma mimic '' '
austen,divert conscienc upon word think mr knightley would much disturb miss bate littl thing irrit might talk want say ani thing would onli talk louder drown voic question whether would bad connexion whether wish think doe heard speak must veri highli jane fairfax
austen,interest take hi anxieti health hi concern happier prospect heard express warmli point admir perform pianofort voic heard say could listen ever oh almost forgotten one idea occur thi pianofort ha sent somebodi though well satisfi consid present campbel may mr knightley help suspect
austen,think person even without love argument prove love think like thing mr knightley doe noth mysteri heard lament instrument repeatedli often suppos circumst would common cours thing occur '' `` veri well intend give one would told '' '' '' ]
austen,might scrupl delicaci dear emma veri strong notion come sure wa particularli silent mr cole told us dinner `` take idea mr weston run away mani time reproach see sign attach believ noth pianofort proof onli shall convinc mr knightley ha ani thought marri jane fairfax '' combat point time longer way emma rather gain ground mind friend mr weston wa use two yield till littl bustl room shew tea wa instrument prepar moment mr cole approach entreat miss woodhous would honour tri '' ]
austen,frank churchil eager convers mr weston see noth except found seat miss fairfax follow mr cole add hi veri press entreati everi respect suit emma best lead gave veri proper complianc knew limit power well attempt could perform credit want neither tast spirit littl thing gener accept could accompani voic well one accompani song took agreeabl surpriz second slightli correctli taken frank churchil pardon wa duli beg close song everi thing usual follow wa accus delight voic perfect knowledg music wa properli deni knew noth matter voic roundli assert sang togeth onc emma would resign place miss fairfax whose perform vocal instrument never could attempt conceal wa infinit superior
austen,mix feel seat littl distanc number round instrument listen frank churchil sang sung togeth onc twice appear weymouth sight mr knightley among attent soon drew away half emma mind fell train think subject mr weston suspicion sweet sound unit voic gave onli momentari interrupt object mr knightley marri least subsid could see noth evil
austen,would great disappoint mr john knightley consequ isabella real injuri children mortifi chang materi loss veri great deduct father daili comfort could endur idea jane fairfax donwel abbey mr knightley give way mr knightley must never marri littl henri must remain heir donwel present mr knightley look back came sat
austen,talk first onli perform hi admir wa certainli veri warm yet thought mr weston would struck sort touchston howev began speak hi kind convey aunt niec though hi answer wa spirit cut matter short believ indic onli hi disinclin dwell ani kind hi often feel concern said dare make carriag use occas without wish know imposs father would deem jame put purpos `` quit question quit question repli `` must often wish sure '' '' '' ]
austen,smile seem pleasur convict must proceed anoth step thi present campbel said thi pianofort veri kindli given ye repli without smallest appar embarrass `` would done better given notic surpriz foolish thing pleasur enhanc inconveni often consider expect better judgment colonel campbel '' '' '' ]
austen,moment emma could taken oath mr knightley concern give instrument whether entir free peculiar attach whether actual prefer remain littl longer doubt toward end jane second song voic grew thick said wa finish think aloud sung quit enough one even quiet anoth song howev wa soon beg `` one would fatigu miss fairfax ani account would onli ask one '' '' '' ]
austen,frank churchil wa heard say think could manag thi without effort first part veri trifl strength song fall second mr knightley grew angri `` fellow said indignantli `` think noth shew hi voic thi must '' touch miss bate moment pass near '' '' miss bate mad let niec sing hoars thi manner '' ]
austen,go interfer merci miss bate real anxieti jane could hardli stay even grate befor stept forward put end farther sing ceas concert part even miss woodhous miss fairfax onli young ladi perform soon within five minut propos danc origin nobodi exactli knew wa effectu promot mr mr cole everi thing wa rapidli clear away give proper space mr weston capit countri danc wa seat begin irresist waltz frank churchil come becom gallantri emma secur hand led top wait till young peopl could pair themselv emma found time spite compliment wa receiv voic tast look see becam mr knightley '' ]
austen,thi would trial wa dancer gener veri alert engag jane fairfax might augur someth wa immedi appear wa talk mr cole wa look unconcern jane wa ask somebodi els wa still talk mr cole emma longer alarm henri hi interest wa yet safe led danc genuin spirit enjoy
austen,five coupl could muster rariti sudden made veri delight found well match partner coupl worth look two danc unfortun could allow wa grow late miss bate becam anxiou get home mother account attempt therefor permit begin oblig thank mr weston look sorrow done perhap well said frank churchil attend emma carriag '' ]
austen,must ask miss fairfax languid danc would agre '' chapter ix emma repent condescens go cole visit afford mani pleasant recollect next day might suppos lost side dignifi seclus must ampli repaid splendour popular must delight cole worthi peopl deserv made happi left name behind would soon die away perfect happi even memori common two point wa quit easi '' '
austen,doubt whether transgress duti woman woman betray suspicion jane fairfax feel frank churchil wa hardli right strong idea would escap hi submiss told wa compliment penetr made difficult quit certain ought held tongu circumst regret relat also jane fairfax doubt unfeignedli unequivoc regret inferior play sing heartili griev idl childhood sat practis vigor hour half wa interrupt harriet come harriet prais could satisfi might soon comfort
austen,"oh could play well miss fairfax class us togeth harriet play like , lamp like sunshin '' `` oh dear think play best two '' '"
austen,think play quit well doe sure much rather hear everi bodi last night said well play knew ani thing must felt differ truth harriet play good enough prais jane fairfax much beyond '' `` well alway shall think play quit well doe ani differ nobodi would ever find '' '
austen,mr cole said much tast mr frank churchil talk great deal tast valu tast much execut ah jane fairfax ha harriet '' `` sure saw execut know ani tast nobodi talk '' ]
austen,hate italian sing understand word besid doe play veri well know oblig becaus teach cox wonder last night whether would get ani great famili think cox look alway veri vulgar `` told someth said harriet rather hesitatingli '' noth ani consequ '' '' '' ]
austen,emma wa oblig ask told though fear produc mr elton told mr martin dine last saturday oh came father upon busi ask stay dinner '' oh '' '' `` `` talk great deal especi ann cox '' ]
austen,know meant ask thought go stay next summer meant impertin curiou ann cox said wa veri agreeabl day dine sat dinner miss nash think either cox would veri glad marri '' `` veri like think without except vulgar girl highburi '' '' '' ]
austen,harriet busi ford emma thought prudent go anoth accident meet martin wa possibl present state would danger harriet tempt everi thing sway half word wa alway veri long purchas wa still hang muslin chang mind emma went door amus much could hope traffic even busiest part highburi mr perri walk hastili mr william cox let offic door mr cole carriag hors return exercis stray letter boy obstin mule liveliest object could presum expect eye fell onli butcher hi tray tidi old woman travel homeward shop full basket two cur quarrel dirti bone string dawdl children round baker littl bow window eye gingerbread knew reason complain wa amus enough quit enough still stand door mind live eas see noth see noth doe answer look randal road scene enlarg two person appear mr weston son law walk highburi hartfield cours
austen,stop howev first place mr bate whose hous wa littl nearer randal ford knock emma caught eye immedi cross road came forward agreeabl yesterday engag seem give fresh pleasur present meet mr weston inform wa go call bates order hear new instrument companion tell said absolut promis miss bate last night would come thi morn wa awar know fix day say go `` `` mr weston pay visit may allow hope said frank churchil `` join parti wait hartfield go home '' '' ]
austen,mr weston wa disappoint thought meant go would veri much pleas `` quit way perhap may equal way '' ]
austen,miss woodhous look want aunt alway send shop say fidget death miss woodhous look could almost say busi said emma '' onli wait friend probabl soon done shall go home '' ]
austen,better go mr weston hear instrument well advis smile colonel campbel employ careless friend prove indiffer tone shall say shall support mr weston might veri well disagre truth would palat lip wretchedest world civil falsehood `` believ ani thing repli emma '' '' persuad insincer neighbour necessari reason suppos instrument indiffer '' ]
austen,quit otherwis inde understood miss fairfax opinion last night come said mr weston `` veri disagre need detain us long go hartfield afterward follow hartfield realli wish call '' '
austen,felt great attent alway thought meant could say hope hartfield reward return mr weston mr bate door emma watch join harriet interest counter -- tri forc mind convinc want plain muslin wa use look figur blue ribbon ever beauti would still never match yellow pattern last wa settl even destin parcel send mr goddard '' '' '' '
austen,ask mr ford ye ye mr goddard onli pattern gown hartfield shall send hartfield pleas mr goddard want see could take pattern gown home ani day shall want ribbon directli better go hartfield least ribbon '' ]
austen,"could make two parcel mr ford could worth harriet give mr ford troubl two parcel '' '' troubl world , said oblig mr ford `` '' oh inde would much rather onli one '' ]"
austen,pleas shall send mr goddard know think miss woodhous may well sent hartfield take home night advis give anoth half second subject hartfield pleas mr ford `` aye much best said harriet quit satisfi `` '' like sent mr '' ]
austen,goddard voic approach shop rather one voic two ladi mr weston miss bate met door dear miss woodhous said latter run across entreat favour come sit us littl give us opinion new instrument miss smith miss smith veri well thank beg mr weston come might sure succeed `` hope mr bate miss fairfax '' '' `` '' veri well much oblig '' '
austen,"mother delight well jane caught cold last night mr woodhous glad hear good account mr weston told oh said must run across sure miss woodhous allow run across entreat come mother veri happi see nice parti refus aye pray said mr frank churchil miss woodhous opinion instrument worth said shall sure succeed one go ` oh said ` wait half minut till finish job would believ miss woodhous oblig manner world fasten rivet mother spectacl rivet came know , thi morn veri oblig mother use spectacl could put '"
austen,bye everi bodi ought two pair spectacl inde jane said meant take john saunder first thing someth hinder morn first one thing anoth say know one time patti came say thought kitchen chimney want sweep oh said patti come bad news rivet mistress spectacl
austen,bake appl came home mr walli sent boy extrem civil oblig us wallis alway heard peopl say mr walli uncivil give veri rude answer never known ani thing greatest attent valu custom consumpt bread know onli three us besid dear jane present realli eat noth make shock breakfast would quit frighten saw dare let mother know littl eat say one thing say anoth pass middl day get hungri noth like well bake appl extrem wholesom took opportun day ask mr perri happen meet street ani doubt befor often heard mr woodhous recommend bake appl
austen,believ onli way mr woodhous think fruit thoroughli wholesom appl dumpl howev veri often patti make excel appl dumpl well mr weston prevail hope ladi oblig us emma would veri happi wait mr bate & c last move shop farther delay miss bate `` ' mr ford '' '
austen,beg pardon see befor hear charm collect new ribbon town jane came back delight yesterday thank ye glove veri well onli littl larg wrist jane take wa talk '' '' ]
austen,said begin street emma wonder medley would fix '' declar recollect wa talk oh mother spectacl veri oblig mr frank churchil oh '' ]
austen,said ` think fasten rivet like job thi kind excess know shew veri inde must say much heard befor much expect ' veri far exce ani thing '
austen,congratul mr weston warmli seem everi thing fondest parent could .
austen,oh said ` fasten rivet like job sort excess never shall forget hi manner ''
austen,brought bake appl closet hope friend would veri oblig take ` oh said directli ` noth way fruit half good finest look home bake appl ever saw life know wa veri . ' ]
austen,sure hi manner wa compliment inde veri delight appl mr walli doe full justic onli bake twice mr woodhous made us promis done three time miss woodhous good mention appl themselv veri finest sort bake beyond doubt donwel mr knightley liber suppli send us sack everi year certainli never wa keep appl anywher one hi tree believ two mother say orchard wa alway famou younger day wa realli quit shock day mr knightley call one morn jane wa eat appl talk said much enjoy ask whether got end stock
austen,"sure must said ` send anoth suppli great mani ever use william larkin let keep larger quantiti usual thi year send befor get good noth beg would realli gone could absolut say great mani left wa half dozen inde kept jane could bear send us liber alreadi jane said wa gone almost quarrel say quarrel never quarrel live wa quit distress appl nearli gone wish made believ great mani left oh said dear , say much could"
austen,howev veri even william larkin came larg basket appl sort appl bushel least wa veri much oblig went spoke william larkin said everi thing may suppos william larkin old acquaint alway glad see howev found afterward patti william said wa appl sort hi master brought hi master one left bake boil william seem mind wa pleas think hi master sold mani william know think hi master profit ani thing mr hodg said wa quit displeas sent away could bear master abl anoth appl tart thi spring
austen,told patti thi bid mind sure say ani thing us mr hodg cross sometim long mani sack sold signifi ate remaind patti told wa excess shock inde would mr knightley know ani thing world would veri '
austen,want keep jane knowledg unluckili mention befor wa awar '' miss bate done patti open door visitor walk upstair without ani regular narrat attend pursu onli sound desultori good '' pray take care mr weston step turn pray take care miss woodhous rather dark staircas rather darker narrow one could wish miss smith pray take care '' ]
austen,miss woodhous quit concern sure hit foot miss smith step turn chapter x appear littl sit room enter wa tranquil mr bate depriv usual employ slumber one side fire frank churchil tabl near deedili occupi spectacl jane fairfax stand back intent pianofort busi wa howev young man wa yet abl shew happi counten see emma thi pleasur said rather low voic `` '' come least ten minut earlier calcul '' ]
austen,find tri use tell think shall succeed said mr weston finish yet would earn veri good livelihood work silversmith thi rate '' `` `` work uninterruptedli repli `` '' assist miss fairfax tri make instrument stand steadili wa quit firm uneven floor believ see wedg one leg paper '' ]
austen,thi wa veri kind persuad come wa almost afraid would hurri home contriv seat wa suffici employ look best bake appl tri make help advis hi work till jane fairfax wa quit readi sit pianofort wa immedi readi emma suspect aris state nerv yet possess instrument long enough touch without emot must reason power perform emma could piti feel whatev origin could resolv never expos neighbour last jane began though first bar feebli given power instrument gradual done full justic mr weston delight befor wa delight emma join prais pianofort everi proper discrimin wa pronounc altogeth highest promis '' ]
austen,whoever colonel campbel might employ said frank churchil smile emma `` person ha chosen ill heard good deal colonel campbel tast weymouth soft upper note sure exactli _that_ would particularli prize dare say miss fairfax either gave hi friend veri minut direct wrote broadwood think '' jane look round wa oblig hear '' '
austen,mr weston speak moment fair said emma whisper mine wa random guess distress '' shook hi head smile look veri littl doubt veri littl merci soon afterward began `` '' much friend ireland must enjoy pleasur thi occas miss fairfax '' ]
austen,dare say often think wonder day precis day instrument come hand imagin colonel campbel know busi go forward thi time imagin consequ immedi commiss may sent onli gener direct order indefinit time depend upon conting conveni paus could hear could avoid answer `` till letter colonel campbel said voic forc calm `` imagin noth ani confid must conjectur '' '' ]
austen,conjectur aye sometim one conjectur right sometim one conjectur wrong wish could conjectur soon shall make thi rivet quit firm nonsens one talk miss woodhous hard work one talk real workmen suppos hold tongu gentlemen labour get hold word miss fairfax said someth conjectur done pleasur madam ( mr bate ) restor spectacl heal present '' wa veri warmli thank mother daughter escap littl latter went pianofort beg miss fairfax wa still sit play someth '' ]
austen,veri kind said one waltz danc last night let live enjoy appear tire whole time believ glad danc longer would given world world one ever ha give anoth half hour play `` '' felic hear tune made one happi mistak wa danc weymouth '' '' look moment colour deepli play someth els '' ]
austen,took music chair near pianofort turn emma said `` someth quit new know cramer new set irish melodi quarter one might expect thi wa sent instrument veri thought colonel campbel wa knew miss fairfax could music ]
austen,honour part attent particularli shew thoroughli heart noth hastili done noth incomplet true affect onli could prompt emma wish would less point yet could help amus glanc eye toward jane fairfax caught remain smile saw deep blush conscious smile secret delight less scrupl amus much less compunct respect thi amiabl upright perfect jane fairfax wa appar cherish veri reprehens feel brought music look togeth emma took opportun whisper `` speak plain '' ]
austen,must understand hope doe would understand least asham mean realli half asham wish never taken idea '' '' `` veri glad commun '' ]
austen,key odd look way leav shame doe wrong ought feel entir without think `` see much sign play _adair_ thi moment _his_ favourit '' '' '' ]
austen,"shortli afterward miss bate pass near window descri mr knightley hors back far mr knightley declar must speak possibl thank open window would give cold go mother room know dare say come know quit delight meet littl room honour wa adjoin chamber still spoke open casement immedi call mr knightley attent everi syllabl convers wa distinctli heard , pass within apart '' '"
austen,"ye ye veri well thank oblig carriag last night time mother readi us pray come come find friend '' '' began miss bate mr knightley seem determin heard hi turn resolut commandingli say ' ,"
austen,emma still shook head steadi sceptic oblig veri much oblig carriag resum miss bate cut short go kingston ani thing `` `` oh '' ]
austen,dear kingston mr cole wa say day want someth kingston mr cole ha servant send ani thing '' `` thank come '' ]
austen,think miss woodhous miss smith kind call hear new pianofort put hors crown come well said deliber manner five minut perhap '' mr weston mr frank churchil quit delight mani friend '' '' `` `` thank could stay two minut '' ]
austen,must get kingston fast oh come veri happi see `` room full enough call anoth day hear pianofort '' '' '' ]
austen,well sorri oh mr knightley delight parti last night extrem pleasant ever see danc wa delight miss woodhous mr frank churchil never saw ani thing equal `` oh veri delight inde say noth less suppos miss woodhous mr frank churchil hear everi thing pass rais hi voic still see whi miss fairfax mention think miss fairfax danc veri well mr weston veri best countri danc player without except england '' ]
austen,friend ani gratitud say someth pretti loud return stay hear oh mr knightley one moment someth consequ shock jane shock appl matter '' '' `` think send us store appl said great mani one left '' ]
austen,realli shock mr hodg may well angri william larkin mention done inde ah
austen,never bear thank thought would staid would piti mention well ( return room ) abl succeed '
austen,mr knightley stop go kingston ask could ani thing . '' ]
austen,ye said jane heard hi kind offer heard everi thing `` `` oh ye dear dare say might becaus know door wa open window wa open mr knightley spoke loud must heard everi thing sure ani thing kingston said mention '' ]
austen,oh miss woodhous must go seem come veri oblig '' emma found realli time home visit alreadi last long examin watch much morn wa perceiv gone mr weston companion take leav also could allow themselv onli walk two young ladi hartfield gate befor set randal ''
austen,chapter xi may possibl without danc entir instanc known young peopl pass mani mani month success without ani ball ani descript materi injuri accru either bodi mind begin made felic rapid motion onc though slightli felt must veri heavi set doe ask frank churchil danc onc highburi long danc last half hour even mr woodhous wa persuad spend hi daughter randal wa pass two young peopl scheme subject frank wa first idea hi greatest zeal pursu ladi wa best judg difficulti solicit accommod appear still inclin enough shew peopl delight mr frank churchil miss woodhous danc need blush compar jane fairfax even simpl danc without ani wick aid vaniti assist first pace room see could made hold take dimens parlour hope discov spite mr weston could say exactli equal size wa littl largest
austen,hi first proposit request danc begun mr cole finish parti collect musician engag met readiest acquiesc mr weston enter idea thorough enjoy mr weston willingli undertook play long could wish danc interest employ follow reckon exactli would portion indispens divis space everi coupl miss smith miss fairfax three two miss cox five repeat mani time two gilbert young cox father besid mr knightley ye quit enough pleasur miss smith miss fairfax three two miss cox five five coupl plenti room '' '' '' ]
austen,soon came one side `` good room five coupl realli think anoth `` five coupl enough make worth stand five coupl noth one think serious five coupl '' ]
austen,allow onli thought moment somebodi said gilbert wa expect brother must invit rest somebodi els believ gilbert would danc even ask word wa put second young cox last mr weston name one famili cousin must includ anoth veri old acquaint could left becam certainti five coupl would least ten veri interest specul possibl manner could dispos door two room opposit '' '
austen,might use room danc across passag '' seem best scheme yet wa good mani want better emma said would awkward mr weston wa distress supper mr woodhous oppos earnestli score health made veri unhappi inde could persev '' oh said '' would extrem imprud '' ]
austen,could bear emma emma strong would catch dread cold would poor littl harriet would mr weston would quit laid let talk wild thing pray let talk
austen,young man speak lower veri thoughtless tell hi father young man quit thing ha open door veri often thi even keep open veri inconsider doe think draught mean set inde quit thing mr weston wa sorri charg '' ]
austen,knew import said everi thing power away everi door wa close passag plan given first scheme danc onli room resort good frank churchil part space quarter hour befor deem bare suffici five coupl wa endeavour made quit enough ten magnific said allow unnecessari room ten coupl may stand veri well '' '' emma demur '' ]
austen,would crowd sad crowd could wors danc without space turn veri true grave repli wa veri bad still went measur still end think veri toler room ten coupl '' '' `` `` said `` '' quit unreason would dread stand close '' ]
austen,noth farther pleasur danc crowd crowd littl room deni repli agre exactli crowd littl room miss woodhous art give pictur word exquisit quit exquisit still howev proceed far one unwil give matter would disappoint father altogeth know rather opinion ten coupl might stand veri well '' '' '' ]
austen,"emma perceiv natur hi gallantri wa littl self would rather oppos lose pleasur danc took compliment forgav rest intend ever might worth paus consid tri understand valu hi prefer charact hi temper purpos acquaint wa quit amiabl enough befor middl next day wa hartfield enter room agreeabl smile certifi continu scheme soon appear came announc improv well miss woodhous almost immedi began inclin danc ha quit frighten away hope terror father littl room bring new propos subject thought father `` , wait onli approb act upon '' ]"
austen,may hope honour hand two first danc thi littl project ball given randal crown inn crown '' `` ye mr woodhous see object trust father hope hi friend kind visit better accommod promis less grate welcom randal hi idea mr weston see object provid satisfi '' ]
austen,thi feel oh perfectli right ten coupl either randal room would insuffer dread felt right whole time wa anxiou secur _thing_ like yield good exchang consent hope consent appear plan nobodi object mr mr weston '' ]
austen,think admir far answer shall happi seem onli improv could papa think excel improv wa oblig repeat explain befor wa fulli comprehend quit new farther represent necessari make accept '' thought veri far improv veri bad plan much wors room inn wa alway damp danger never properli air fit inhabit must danc better danc randal '' ]
austen,never room crown hi life know peopl kept sight oh veri bad plan would catch wors cold crown anywher wa go observ sir said frank churchil one great recommend thi chang would veri littl danger ani bodi catch cold much less danger crown randal mr perri might reason regret alter nobodi els could `` `` sir said mr woodhous rather warmli `` '' veri much mistaken suppos mr perri sort charact '' '
austen,mr perri extrem concern ani us ill understand room crown safer father hous veri circumst larger sir shall occas open window onc whole even dread habit open window let cold air upon heat bodi well know sir doe mischief '' `` open window sure mr churchil nobodi would think open window randal nobodi could imprud '' '
austen,never heard thing danc open window sure neither father mr weston poor miss taylor wa would suffer ah sir thoughtless young person sometim step behind window curtain throw sash without suspect often known done '' `` inde sir bless '' ]
austen,never could suppos live world often astonish hear howev thi doe make differ perhap come talk sort thing requir good deal consider one resolv upon hurri mr mr weston oblig call one morn may talk see done unfortun sir time limit '' '' ''
austen,oh interrupt emma plenti time talk everi thing hurri contriv crown papa veri conveni hors near stabl '' `` `` dear '' ]
austen,great thing jame ever complain right spare hors could sure room thoroughli air mr stoke trust doubt know even sight answer everi thing natur sir becaus mr weston care '' '
austen,mr weston undertak direct whole papa must satisfi dear mr weston care rememb mr perri said mani year ago measl _taylor_ undertak wrap miss emma need ani fear sir often heard speak compliment '' `` aye veri true '' ]
austen,mr perri say shall never forget poor littl emma veri bad measl would veri bad perri great attent came four time day week said first wa veri good sort wa great comfort measl dread complaint
austen,hope whenev poor isabella littl one measl send perri father mr weston crown thi moment said frank churchil `` examin capabl hous left came hartfield impati opinion hope might persuad join give advic spot wa desir say would greatest pleasur could allow attend noth satisfactorili without '' '' '
