Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
2004-08-06,11:00:00,2.9,16.9,149,31.4,28.6,,
2004-09-13,2:00:00,-200.0,3.8,-200,21.0,68.6,,
2004-08-19,8:00:00,1.2,7.8,57,29.0,48.5,,
2005-07-01,14:00:00,3.0,13.1,147,11.1,62.0,,
2004-11-19,5:00:00,0.9,1.3,36,14.7,59.8,,
2004-06-04,14:00:00,2.5,11.5,131,19.3,35.4,121.0820875,169.879349
2004-09-19,13:00:00,2.0,11.9,106,29.6,28.6,,
2004-12-22,20:00:00,4.1,15.4,174,5.9,37.8,,
2004-04-24,23:00:00,1.3,3.2,69,11.5,76.9,171.7647797,216.3638519
2004-01-10,21:00:00,-200.0,13.5,-200,21.5,63.2,,
2004-05-19,20:00:00,3.8,18.4,154,22.9,36.5,112.2061989,64.67380645
2004-08-10,23:00:00,1.7,9.6,71,23.8,56.1,,
2005-10-02,5:00:00,1.5,-200.0,88,-200.0,-200.0,,
2004-03-25,2:00:00,0.7,1.8,54,9.1,68.1,82.94581804,104.63480809999999
2004-05-06,6:00:00,1.2,7.9,91,19.7,58.4,,
2004-09-26,7:00:00,1.0,5.4,56,12.2,63.2,,
2004-05-09,23:00:00,1.3,5.1,-200,25.9,32.9,,
2004-05-25,4:00:00,-200.0,0.9,30,14.0,33.7,,
2004-08-23,23:00:00,1.1,5.7,49,26.0,33.1,,
2004-12-03,20:00:00,6.6,32.6,170,12.9,50.5,45.75107989,60.02012102
2005-01-16,13:00:00,1.0,3.0,98,11.9,30.8,,
2004-04-25,3:00:00,1.3,4.5,-200,12.6,58.6,177.33170280000002,217.3014829
2004-11-30,17:00:00,3.5,14.2,143,12.6,62.0,,
2004-06-19,3:00:00,0.6,3.4,-200,22.9,50.2,,
2004-06-07,3:00:00,0.6,3.3,-200,23.5,47.8,,
2004-08-20,14:00:00,-200.0,3.3,-200,35.0,35.5,,
2005-06-01,14:00:00,1.7,6.2,127,16.5,50.8,,
2004-06-16,20:00:00,3.5,17.2,139,26.5,35.0,,
2004-08-29,4:00:00,-200.0,4.8,-200,21.0,66.9,,
2004-07-24,17:00:00,1.2,6.0,62,35.1,29.6,,
2004-10-07,7:00:00,0.9,5.9,74,22.0,51.0,,
2004-03-16,14:00:00,3.8,20.4,161,25.8,23.2,25.38511462,53.31010875
2004-06-20,1:00:00,1.2,-200.0,65,-200.0,-200.0,,
2004-09-26,13:00:00,0.9,4.0,59,22.3,30.4,,
2004-10-22,11:00:00,2.1,14.3,81,24.5,54.5,,
2004-08-10,22:00:00,1.5,10.3,71,24.0,54.4,,
2005-03-23,10:00:00,4.6,19.5,169,19.4,47.5,,
2004-04-19,8:00:00,-200.0,18.7,-200,16.5,57.9,172.8976645,214.89340299999998
2004-06-24,3:00:00,0.8,3.6,-200,22.9,57.7,,
2004-07-13,13:00:00,2.3,11.5,112,34.5,13.3,,
2004-04-10,14:00:00,-200.0,14.2,-200,27.1,40.2,,
2004-09-13,9:00:00,-200.0,17.7,-200,23.0,60.2,,
2004-05-28,6:00:00,-200.0,8.2,-200,14.9,54.8,,
2004-08-16,11:00:00,1.4,7.4,106,35.3,17.0,,
2004-01-04,7:00:00,4.2,19.8,94,9.5,69.6,90.89859812,104.13865179999999
2005-01-27,8:00:00,1.9,6.6,184,4.6,39.4,,
2004-09-07,4:00:00,0.4,2.3,40,27.4,42.2,,
2004-01-05,12:00:00,2.0,9.2,86,26.0,31.9,49.41027307,138.0877564
2005-01-27,13:00:00,1.2,4.1,115,6.6,41.2,,
2004-01-12,1:00:00,1.3,3.8,94,10.1,75.3,,
2004-03-24,4:00:00,-200.0,1.7,66,10.2,62.7,89.03976134,107.8981956
2005-11-02,7:00:00,1.8,-200.0,152,-200.0,-200.0,,
2004-09-27,20:00:00,3.5,14.9,145,19.1,36.8,,
2004-08-15,0:00:00,0.7,3.5,37,26.1,50.8,,
2005-01-21,4:00:00,-200.0,5.9,101,5.4,65.9,,
2004-05-14,23:00:00,1.9,10.4,115,20.4,35.3,113.0495402,66.60363453
2004-08-07,21:00:00,2.9,16.9,137,32.2,27.6,,
2004-08-20,8:00:00,-200.0,12.9,-200,27.9,54.9,,
2004-06-19,18:00:00,1.1,-200.0,56,-200.0,-200.0,,
2004-04-23,17:00:00,5.2,30.6,177,27.0,26.8,177.2940151,207.59288999999998
2004-06-27,18:00:00,1.6,7.9,110,38.9,21.4,,
2004-05-07,4:00:00,-200.0,2.6,56,19.7,51.4,,
2004-06-26,18:00:00,1.5,6.7,78,32.3,30.4,,
2004-12-13,15:00:00,4.4,28.0,204,16.0,38.7,,
2004-09-25,12:00:00,1.4,6.0,14,19.3,34.8,,
2004-04-23,1:00:00,-200.0,6.6,-200,16.3,49.7,182.02765449999998,212.3209451
2005-01-24,0:00:00,-200.0,4.4,105,5.9,72.7,,
2004-12-26,17:00:00,2.1,6.9,129,13.6,68.9,,
2004-05-13,8:00:00,3.6,17.9,136,16.0,59.3,128.2676301,66.4268043
2004-02-04,18:00:00,4.5,23.3,165,24.3,30.1,81.04895477,106.3009571
2004-10-08,1:00:00,0.7,4.9,29,28.1,51.6,,
2005-03-20,4:00:00,-200.0,2.8,66,13.0,65.3,,
2004-07-04,18:00:00,3.3,13.5,121,14.7,48.7,137.92926210000002,169.8801453
2005-10-01,16:00:00,2.4,17.4,145,14.1,65.9,,
2004-02-08,9:00:00,1.9,11.5,124,28.4,50.7,,
2004-09-25,22:00:00,2.2,10.3,99,17.8,36.5,,
2004-03-11,21:00:00,2.4,12.7,90,21.7,57.7,,
2004-05-10,18:00:00,-200.0,40.5,-200,27.0,40.2,,
2004-10-24,7:00:00,1.5,8.1,48,17.5,76.6,,
2004-11-28,9:00:00,1.1,2.8,81,8.6,76.6,,
2004-06-30,16:00:00,2.3,12.7,168,39.7,20.4,,
2004-08-04,18:00:00,4.6,24.0,154,19.3,28.6,148.6030131,147.6000176
2004-04-04,1:00:00,-200.0,6.7,-200,15.9,59.2,76.09479509999998,119.0732321
2004-05-19,19:00:00,3.8,21.1,151,24.7,31.5,110.76082040000001,66.94999637
2004-04-19,5:00:00,-200.0,2.2,-200,14.3,70.1,182.8065999,220.44098799999998
2004-06-07,4:00:00,0.4,2.2,36,23.5,46.7,,
2004-06-29,13:00:00,2.5,15.7,133,37.8,24.4,,
2004-02-05,8:00:00,1.2,5.9,68,16.0,61.6,56.73585431,170.09571100000002
2005-01-15,18:00:00,3.7,17.4,182,8.7,66.3,,
2004-11-07,5:00:00,0.3,2.6,36,20.6,50.6,,
2005-03-21,10:00:00,4.3,15.4,178,15.9,56.6,,
2005-01-18,5:00:00,0.8,2.5,87,3.1,59.7,,
2004-07-13,16:00:00,1.7,8.8,90,28.3,21.3,,
2005-06-03,5:00:00,0.6,0.8,48,5.8,65.0,,
2004-06-24,2:00:00,1.0,5.3,44,23.3,59.4,,
2005-02-24,20:00:00,3.9,17.5,265,6.3,74.9,,
2004-02-07,18:00:00,2.4,13.8,163,33.6,20.7,,
2004-10-25,0:00:00,1.7,8.9,63,17.9,72.4,,
2004-06-10,9:00:00,-200.0,25.8,-200,20.4,61.2,,
2004-11-09,0:00:00,1.6,10.4,101,24.3,38.5,,
2005-02-17,8:00:00,2.6,9.7,238,6.6,44.6,,
2004-06-07,13:00:00,3.4,19.3,174,39.6,16.9,,
2005-10-03,21:00:00,4.2,14.6,229,11.5,35.9,,
2004-12-17,2:00:00,4.2,-200.0,144,-200.0,-200.0,,
2004-11-28,3:00:00,1.3,4.2,70,10.3,77.6,,
2004-08-18,3:00:00,-200.0,4.4,-200,23.0,46.2,,
2005-02-03,17:00:00,2.0,8.4,178,11.6,15.3,,
2004-09-06,18:00:00,4.9,27.6,222,37.3,23.4,,
2004-09-21,21:00:00,2.4,11.9,123,23.6,53.6,,
2004-05-22,13:00:00,2.0,12.6,84,27.9,28.1,125.1929754,62.78922775
2004-09-23,7:00:00,3.2,21.6,112,21.3,63.5,,
2004-06-21,22:00:00,1.6,9.5,95,21.8,46.3,,
2004-06-17,14:00:00,1.7,9.8,106,31.3,28.7,,
2004-04-18,11:00:00,-200.0,7.3,-200,14.9,74.5,174.7841468,220.7595005
2004-03-20,1:00:00,1.6,5.2,83,13.9,55.9,25.654095899999998,55.12919396
2004-08-22,23:00:00,-200.0,5.5,-200,24.7,41.6,,
2004-06-18,7:00:00,2.2,14.5,92,20.8,52.6,,
2004-09-22,1:00:00,1.0,5.1,74,21.0,61.3,,
2004-04-20,5:00:00,-200.0,2.9,-200,10.0,79.6,186.03378899999998,206.1150855
2005-01-31,9:00:00,-200.0,14.0,-200,4.4,38.8,,
2005-12-02,15:00:00,3.3,15.7,224,11.0,51.4,,
2005-01-04,4:00:00,-200.0,0.8,41,13.7,48.8,,
2004-12-10,8:00:00,3.0,14.8,103,17.9,57.8,,
2005-10-01,15:00:00,2.4,19.3,152,14.1,65.9,,
2004-09-16,8:00:00,4.1,25.0,81,20.4,72.8,,
2004-12-25,7:00:00,2.2,9.1,111,8.9,70.4,,
2005-03-25,19:00:00,5.7,27.2,196,19.4,56.3,,
2004-07-25,7:00:00,0.4,1.5,29,24.4,57.9,,
2004-06-14,9:00:00,1.4,6.3,87,22.4,43.6,,
2004-12-03,2:00:00,1.4,4.1,91,7.1,61.8,37.9850456,60.65874397
2004-11-08,20:00:00,1.4,7.8,57,31.4,40.7,,
2005-03-04,10:00:00,1.4,3.4,113,21.1,23.7,,
2004-12-13,6:00:00,0.9,3.1,81,6.4,64.4,,
2004-09-21,14:00:00,2.3,12.7,143,29.2,37.9,,
2004-05-22,14:00:00,1.4,8.3,76,28.3,27.8,118.15000619999999,66.01345429
2004-08-25,21:00:00,1.3,6.3,77,27.0,30.0,,
2004-12-25,4:00:00,-200.0,10.5,130,9.1,68.7,,
2004-10-25,4:00:00,-200.0,4.3,37,15.5,78.6,,
2004-08-30,4:00:00,-200.0,1.7,-200,22.9,59.4,,
2004-05-16,23:00:00,1.4,5.6,93,20.3,28.5,113.28717879999999,61.54604235
2004-08-04,8:00:00,5.1,27.1,118,9.9,64.3,147.07514430000003,141.46228280000003
2005-03-18,3:00:00,0.9,3.2,117,8.9,63.5,,
2004-07-12,4:00:00,-200.0,2.6,64,11.9,71.4,,
2005-01-17,5:00:00,0.5,1.0,79,2.6,58.6,,
2004-10-17,18:00:00,-200.0,11.6,-200,19.8,41.5,,
2004-11-05,17:00:00,3.5,21.1,125,26.3,27.5,118.38923090000002,68.84955265
2004-09-16,0:00:00,1.6,8.6,109,21.1,70.1,,
2005-01-01,19:00:00,3.6,11.4,172,8.1,54.1,,
2004-08-29,3:00:00,-200.0,5.9,-200,21.8,64.6,,
2004-03-27,0:00:00,1.5,5.2,87,9.4,53.4,72.87541824,100.5436896
2005-06-03,19:00:00,2.5,6.2,194,8.6,38.1,,
2004-06-27,17:00:00,1.6,7.9,109,41.4,15.5,,
2004-12-13,19:00:00,6.9,35.6,217,11.7,60.8,,
2004-11-27,18:00:00,5.6,24.5,136,14.2,75.8,,
2004-04-15,8:00:00,-200.0,22.1,-200,11.6,58.7,127.897093,148.54615619999998
2005-01-30,13:00:00,0.9,1.6,95,6.9,35.6,,
2004-07-26,10:00:00,-200.0,6.8,97,31.7,31.5,,
2004-06-18,10:00:00,2.5,14.9,142,29.3,34.8,,
2005-12-03,6:00:00,-200.0,1.5,65,9.2,75.3,,
2005-11-02,18:00:00,6.5,-200.0,284,-200.0,-200.0,,
2004-06-21,1:00:00,2.2,-200.0,83,-200.0,-200.0,,
2004-06-08,5:00:00,0.7,4.4,57,21.4,75.5,,
2004-07-22,9:00:00,-200.0,17.5,158,28.1,42.0,,
2005-03-23,16:00:00,2.2,12.0,149,23.3,23.8,,
2004-07-27,12:00:00,-200.0,6.9,90,31.1,26.2,,
2004-05-21,12:00:00,1.9,11.6,106,29.7,23.7,117.36248400000001,60.51947871
2004-12-17,8:00:00,4.1,-200.0,137,-200.0,-200.0,,
2004-04-16,4:00:00,1.0,3.6,69,11.9,74.8,139.99918280000003,153.2156203
2004-08-21,16:00:00,-200.0,3.5,-200,28.1,34.2,,
2004-08-17,16:00:00,-200.0,6.0,-200,38.8,19.8,,
2004-03-27,20:00:00,2.8,12.2,119,13.6,44.9,84.3132378,101.6985196
2004-08-24,8:00:00,2.3,14.5,118,22.4,41.1,,
2004-12-09,5:00:00,-200.0,2.3,-200,21.8,55.2,,
2005-07-01,7:00:00,1.0,3.1,69,6.4,76.3,,
2005-03-30,23:00:00,1.5,6.6,112,15.3,65.4,,
2004-05-22,11:00:00,1.8,11.6,91,25.6,32.5,114.86120749999999,66.98802017
2004-09-19,10:00:00,2.2,10.6,110,26.5,35.7,,
2004-10-14,17:00:00,-200.0,12.4,-200,19.7,56.6,,
2004-08-07,14:00:00,1.4,10.7,108,41.1,15.7,,
2004-08-23,8:00:00,-200.0,14.9,-200,21.7,49.1,,
2005-01-26,12:00:00,0.1,2.7,130,4.3,50.0,,
2005-01-24,18:00:00,1.5,10.4,180,7.8,39.7,,
2005-03-31,14:00:00,0.9,3.1,91,22.6,33.2,,
2004-05-25,13:00:00,2.2,15.8,127,31.6,9.2,,
2004-06-24,6:00:00,0.7,3.7,54,22.1,56.2,,
2005-02-17,17:00:00,1.4,5.2,143,9.3,42.3,,
2004-06-21,9:00:00,2.5,13.8,110,25.1,32.4,,
2005-03-19,11:00:00,2.4,9.7,162,14.5,57.0,,
2005-04-01,17:00:00,3.8,-200.0,184,-200.0,-200.0,,
2004-12-10,21:00:00,-200.0,4.3,-200,15.5,57.1,,
2004-12-28,12:00:00,-200.0,10.4,-200,13.0,53.9,,
2004-10-24,16:00:00,2.0,9.7,87,26.5,44.9,,
2004-04-30,20:00:00,4.4,19.5,133,19.1,61.1,50.57142467,137.8792709
2004-08-10,20:00:00,2.9,18.6,98,24.9,50.9,,
2004-08-10,4:00:00,0.8,4.4,43,18.2,70.3,,
2005-07-02,23:00:00,0.9,2.3,98,7.2,39.3,,
2005-06-03,3:00:00,0.8,1.5,-200,7.2,47.3,,
2004-05-20,4:00:00,-200.0,1.6,26,19.6,47.7,130.64968000000002,70.71182761
2004-07-11,4:00:00,-200.0,3.8,56,17.0,52.3,,
2004-03-09,10:00:00,-200.0,18.9,-200,31.4,34.5,,
2004-03-11,12:00:00,3.4,19.7,124,26.2,43.5,,
2004-12-16,2:00:00,1.6,-200.0,92,-200.0,-200.0,,
2005-04-04,10:00:00,3.1,13.5,190,21.9,29.3,,
2004-01-09,22:00:00,1.7,9.5,121,26.6,39.9,,
2005-05-03,11:00:00,1.1,5.2,117,13.0,30.3,,
2004-03-29,8:00:00,4.1,19.7,134,10.9,44.1,72.38451740000001,118.4514138
2004-05-27,14:00:00,-200.0,10.1,-200,29.5,19.7,,
2004-11-29,22:00:00,1.2,4.0,78,16.3,59.7,,
2004-06-05,10:00:00,2.5,12.5,114,20.2,37.7,43.79209415,129.1746329
2004-10-23,23:00:00,2.6,13.1,84,20.0,69.5,,
2004-02-12,9:00:00,5.0,27.9,139,13.3,70.7,,
2004-07-11,8:00:00,0.5,1.6,51,14.9,46.8,,
2005-03-03,0:00:00,1.4,5.3,140,4.1,41.7,,
2005-01-18,3:00:00,0.7,2.4,-200,3.3,57.7,,
2004-02-11,22:00:00,3.7,19.1,77,19.3,70.8,,
2004-09-07,13:00:00,1.7,9.6,129,34.4,19.3,,
2004-07-26,8:00:00,-200.0,9.7,109,27.9,42.7,,
2004-11-19,22:00:00,2.6,3.6,120,13.4,14.3,,
2004-05-17,16:00:00,1.7,9.0,95,25.7,19.4,113.75129779999999,60.37940267
2004-06-04,2:00:00,0.5,1.5,39,15.0,59.2,135.76414530000002,141.8242017
2004-11-29,6:00:00,1.4,5.7,78,8.7,84.2,,
2004-09-12,22:00:00,0.8,2.0,66,12.3,48.7,,
2004-07-21,15:00:00,-200.0,10.3,107,42.0,14.2,,
2004-10-04,4:00:00,0.8,3.3,52,10.8,70.3,137.1669947,151.3969875
2004-12-25,20:00:00,6.2,21.3,174,11.3,78.3,,
2004-01-09,23:00:00,1.9,11.6,125,25.3,41.7,,
2004-07-10,21:00:00,2.8,16.5,92,22.3,57.1,,
2004-02-09,7:00:00,2.9,20.0,27,21.6,57.2,,
2004-10-25,10:00:00,3.2,19.5,114,20.5,60.2,,
2004-01-12,22:00:00,1.8,7.1,107,11.1,84.3,,
2004-03-28,12:00:00,1.8,7.7,86,21.3,26.4,75.38771569,113.250221
2005-06-02,7:00:00,0.7,1.5,88,0.6,53.3,,
2004-11-14,7:00:00,0.2,0.2,21,10.2,41.9,,
2005-01-25,12:00:00,0.3,3.9,126,5.7,44.1,,
2004-09-10,9:00:00,3.4,18.7,84,23.7,56.0,,
2004-12-07,4:00:00,-200.0,1.8,34,19.9,51.3,,
2004-04-08,23:00:00,-200.0,4.6,-200,26.1,49.4,,
2004-05-23,15:00:00,1.1,4.9,57,26.8,27.3,121.9342274,64.82477905
2004-10-09,20:00:00,2.6,12.9,159,27.7,30.1,,
2004-07-21,19:00:00,3.8,21.5,163,36.1,25.5,,
2004-05-10,16:00:00,-200.0,21.6,-200,30.8,31.8,,
2004-06-21,17:00:00,2.2,12.4,124,30.1,19.3,,
2004-09-18,22:00:00,1.7,9.0,109,22.8,43.4,,
2004-04-09,21:00:00,1.9,10.3,-200,30.1,28.7,,
2004-10-23,1:00:00,1.1,6.0,57,19.9,67.5,,
2005-03-30,5:00:00,0.5,2.1,70,10.2,77.9,,
2004-07-09,16:00:00,1.6,9.0,-200,32.4,19.4,,
2005-01-17,23:00:00,1.9,7.4,143,4.2,58.1,,
2004-07-06,2:00:00,0.4,2.6,38,17.8,54.1,,
2004-10-30,1:00:00,1.8,6.9,94,16.9,80.6,,
2004-08-07,3:00:00,0.5,4.2,-200,26.8,35.3,,
2004-08-27,3:00:00,0.7,-200.0,-200,-200.0,-200.0,,
2004-08-21,2:00:00,-200.0,3.9,-200,25.0,47.3,,
2004-05-04,8:00:00,-200.0,25.8,-200,14.5,58.8,120.85267040000001,145.2941701
2004-01-04,20:00:00,4.9,20.2,161,18.3,40.9,77.69093892,105.9753634
2005-02-23,10:00:00,1.4,3.8,167,3.1,83.0,,
2004-10-27,15:00:00,2.8,14.5,113,19.6,69.7,,
2004-08-17,6:00:00,1.0,5.6,41,22.2,53.9,,
2005-10-03,12:00:00,2.3,10.6,161,17.4,33.2,,
2004-06-22,5:00:00,0.3,2.2,37,19.0,52.8,,
2004-03-29,7:00:00,2.9,14.3,103,8.1,56.8,90.63110189,108.5273524
2004-10-16,17:00:00,-200.0,8.7,-200,19.9,42.0,,
2005-03-18,0:00:00,1.4,5.9,150,12.4,52.2,,
2004-11-30,21:00:00,4.1,12.4,160,10.7,73.9,,
2004-07-06,12:00:00,1.9,11.8,132,31.3,24.1,,
2004-07-04,15:00:00,1.9,7.5,104,10.9,76.4,136.84087340000002,150.7060091
2004-04-08,20:00:00,-200.0,7.2,-200,27.2,46.0,,
2004-05-26,19:00:00,-200.0,22.7,-200,26.7,19.5,,
2004-04-15,12:00:00,3.9,17.0,135,18.4,36.9,128.7177732,140.5204133
2004-03-17,7:00:00,1.6,7.5,84,9.9,65.2,29.12007483,59.8610425
2004-10-28,19:00:00,2.7,14.2,103,19.7,64.5,,
2004-10-12,10:00:00,1.8,7.2,122,14.4,30.2,,
2004-09-28,18:00:00,6.7,36.9,204,24.7,27.9,,
2004-10-08,9:00:00,2.6,14.8,81,28.5,48.5,,
2005-04-04,6:00:00,1.1,4.4,93,9.5,63.1,,
2005-01-19,10:00:00,0.2,3.7,128,6.4,67.4,,
2004-10-07,16:00:00,0.5,4.4,59,32.4,18.0,,
2004-10-20,5:00:00,-200.0,10.2,-200,18.4,74.6,,
2004-04-29,3:00:00,0.4,2.3,-200,15.6,61.2,174.32308500000002,210.9569242
2004-07-20,3:00:00,-200.0,3.9,-200,25.2,41.5,,
2004-04-12,6:00:00,1.7,7.4,66,11.5,81.7,,
2004-10-18,2:00:00,-200.0,2.4,-200,14.8,64.7,,
2004-10-29,8:00:00,3.7,22.8,124,20.8,64.7,,
2005-01-27,10:00:00,2.0,5.5,185,5.9,40.2,,
2005-01-20,8:00:00,3.4,14.4,162,7.0,56.3,,
2004-08-19,9:00:00,1.0,6.3,39,31.0,42.9,,
2005-02-01,19:00:00,2.9,10.5,167,8.9,54.8,,
2004-07-13,6:00:00,1.3,7.3,62,16.2,57.4,,
2004-09-14,22:00:00,-200.0,3.6,-200,20.6,78.8,,
2005-01-31,13:00:00,2.5,11.9,181,12.5,17.2,,
2005-03-27,6:00:00,0.7,2.3,61,15.8,65.9,,
2004-09-25,4:00:00,0.3,1.0,27,15.3,53.1,,
2004-08-30,20:00:00,-200.0,10.3,-200,26.9,43.2,,
2005-02-21,12:00:00,1.7,6.6,208,7.7,67.6,,
2004-05-22,2:00:00,1.5,9.7,93,17.6,47.6,122.0149376,69.25785173
2005-02-21,19:00:00,4.9,20.2,252,5.4,80.9,,
2004-02-06,22:00:00,-200.0,8.7,59,21.9,60.9,,
2004-11-17,15:00:00,4.0,19.5,198,17.4,32.7,,
2004-12-12,4:00:00,2.1,9.8,102,5.4,64.1,,
2004-02-12,4:00:00,0.9,2.9,70,12.0,77.4,,
2004-09-15,16:00:00,-200.0,17.2,-200,26.3,56.5,,
2004-11-06,21:00:00,2.9,16.1,140,27.2,22.5,,
2005-01-03,23:00:00,1.1,2.5,110,0.3,31.9,,
2004-01-10,7:00:00,2.9,17.2,91,20.2,66.3,,
2004-12-11,20:00:00,3.9,18.8,160,16.5,58.8,,
2004-03-04,6:00:00,0.9,3.5,69,13.9,59.6,82.91573335,111.37810520000001
2004-03-12,13:00:00,3.1,15.7,139,16.8,70.3,,
2004-12-04,11:00:00,1.3,3.9,93,12.7,62.7,133.84822830000002,168.9635898
2005-01-14,20:00:00,5.8,25.7,188,8.3,75.0,,
2004-09-28,1:00:00,0.8,3.5,73,15.3,51.9,,
2004-10-25,15:00:00,4.2,25.5,119,21.6,60.9,,
2004-06-06,15:00:00,0.7,3.6,60,23.6,38.1,,
2004-09-22,0:00:00,1.1,5.9,74,22.6,56.3,,
2004-09-13,23:00:00,1.0,6.9,39,26.0,46.4,,
2004-06-14,22:00:00,1.1,4.7,74,22.2,44.1,,
2004-06-24,12:00:00,1.2,5.0,58,31.9,30.3,,
2005-03-03,7:00:00,1.4,6.7,136,2.9,75.6,,
2004-10-17,0:00:00,-200.0,2.6,-200,16.5,68.5,,
2004-12-18,1:00:00,1.4,5.6,101,13.1,70.5,,
2004-07-14,13:00:00,2.0,11.9,106,34.1,16.0,,
2004-04-17,3:00:00,-200.0,5.1,-200,12.4,82.4,176.50892199999998,220.13424229999998
2005-03-17,23:00:00,1.9,8.1,173,13.7,48.6,,
2004-12-20,13:00:00,2.6,4.7,114,9.6,52.4,,
2005-06-03,10:00:00,0.7,1.4,87,9.4,39.9,,
2004-03-23,13:00:00,3.5,16.9,132,13.8,53.4,85.79096667,105.361553
2005-12-03,22:00:00,0.9,5.8,157,11.6,54.7,,
2005-03-17,9:00:00,5.6,26.1,189,13.2,51.0,,
2005-12-01,13:00:00,3.8,17.7,185,14.7,52.3,,
2004-07-07,23:00:00,2.1,15.4,122,30.2,30.9,,
2005-03-21,12:00:00,2.0,8.4,143,19.8,44.2,,
2004-12-19,5:00:00,1.0,3.0,79,3.3,53.5,,
2004-11-21,14:00:00,1.1,8.7,174,13.3,24.3,,
2004-12-27,15:00:00,2.0,8.0,117,12.4,72.6,,
2004-06-13,6:00:00,0.4,1.5,37,21.6,48.1,,
2004-06-09,17:00:00,2.3,11.7,-200,29.6,27.5,,
2004-02-11,3:00:00,0.7,3.1,-200,17.5,74.5,,
2004-08-12,23:00:00,2.3,7.2,107,13.8,77.3,,
2004-10-30,6:00:00,1.4,7.8,82,16.8,79.0,,
2004-07-19,15:00:00,-200.0,10.9,129,41.4,13.8,,
2004-06-14,21:00:00,1.0,4.1,67,22.0,44.9,,
2004-02-12,20:00:00,7.8,36.6,161,15.4,73.0,,
2004-11-22,8:00:00,2.4,16.2,232,4.9,55.8,,
2004-10-26,16:00:00,5.8,32.8,166,24.0,55.0,,
2005-03-24,8:00:00,3.1,19.8,107,13.4,55.1,,
2005-12-01,14:00:00,3.1,15.2,156,15.1,49.6,,
2004-10-20,20:00:00,6.0,30.1,130,22.4,67.7,,
2004-04-10,10:00:00,-200.0,21.0,-200,22.9,52.6,,
2004-11-29,15:00:00,1.9,10.8,117,18.4,49.9,,
2004-04-28,14:00:00,3.2,21.9,126,27.7,26.5,187.33718249999998,217.3818801
2004-10-22,21:00:00,2.5,13.7,91,21.3,66.1,,
2004-07-12,11:00:00,4.1,19.8,155,16.9,54.2,,
2004-07-12,23:00:00,1.8,7.7,92,14.6,60.6,,
2005-01-27,7:00:00,0.7,1.4,91,4.6,38.1,,
2005-12-02,12:00:00,3.1,17.6,208,10.0,53.1,,
2004-10-31,3:00:00,1.0,4.6,-200,19.9,68.4,,
2004-06-10,23:00:00,-200.0,11.4,-200,20.4,62.4,,
2005-01-23,2:00:00,-200.0,7.6,150,5.7,44.3,,
2004-08-28,15:00:00,-200.0,4.7,-200,34.5,20.5,,
2005-02-27,12:00:00,1.4,3.9,120,12.6,30.6,,
2004-12-06,15:00:00,1.2,8.6,76,37.0,20.1,,
2004-05-30,20:00:00,1.3,10.1,113,25.0,26.9,,
2004-09-29,1:00:00,0.9,4.1,71,16.3,56.8,,
2004-03-14,16:00:00,3.0,11.9,129,22.2,28.4,22.08459852,59.68157374
2004-08-25,1:00:00,1.3,6.3,71,24.9,50.6,,
2004-05-25,16:00:00,-200.0,12.0,-200,32.3,10.0,,
2004-11-13,14:00:00,3.3,12.1,133,21.5,43.1,,
2004-04-29,16:00:00,3.9,21.2,136,21.4,44.4,173.9708435,209.36661819999998
2004-05-27,9:00:00,-200.0,24.5,-200,21.8,35.0,,
2004-10-15,18:00:00,-200.0,21.7,-200,19.8,53.1,,
2004-05-15,13:00:00,1.7,9.2,87,25.5,22.6,121.8637196,65.01571307
2005-03-25,1:00:00,1.5,6.3,128,15.3,73.3,,
2004-11-17,10:00:00,3.2,14.6,213,11.4,45.4,,
2005-02-03,6:00:00,0.5,1.4,96,-1.2,47.2,,
2004-06-23,19:00:00,4.4,24.2,166,30.2,29.0,,
2004-04-25,19:00:00,2.7,11.7,100,17.8,30.3,186.4467775,218.6483713
2004-07-31,6:00:00,1.2,7.3,71,22.6,58.8,,
2005-03-18,11:00:00,3.1,14.9,187,18.8,33.5,,
2004-08-22,13:00:00,-200.0,2.1,-200,35.1,15.7,,
2004-01-10,18:00:00,-200.0,29.4,-200,25.3,49.6,,
2004-05-08,21:00:00,-200.0,5.4,92,20.7,81.8,,
2004-08-28,3:00:00,0.6,3.8,-200,19.8,59.3,,
2005-02-28,21:00:00,1.6,3.6,123,1.0,36.6,,
2004-08-15,22:00:00,1.6,8.2,91,28.4,34.4,,
2005-03-27,12:00:00,1.5,5.0,97,17.5,67.1,,
2004-05-04,19:00:00,3.9,18.0,121,18.8,47.5,136.20797240000002,161.0998745
2004-12-23,13:00:00,4.1,16.3,210,9.1,36.1,,
2004-05-14,13:00:00,2.5,13.0,114,27.7,20.8,120.4739706,63.60752795
2004-05-07,18:00:00,4.3,24.1,203,37.3,19.9,,
2005-01-26,5:00:00,-200.0,0.1,17,2.7,53.9,,
2004-10-09,5:00:00,0.5,3.6,55,22.4,43.5,,
2004-05-11,10:00:00,4.5,25.5,126,19.6,58.3,,
2004-12-27,23:00:00,1.1,3.2,100,11.3,69.8,,
2004-11-25,12:00:00,2.1,10.6,127,14.6,46.5,,
2005-01-24,1:00:00,-200.0,6.0,121,5.0,76.5,,
2004-07-14,0:00:00,1.4,8.8,89,23.6,33.8,,
